Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-26,1921.3,INVEST,0,52.0,0.0
2019-10-04,1596.6,EXIT,83023.2,0.0,-0.16976800000000003
2020-03-25,682.1,INVEST,0,121.0,0.0
2020-04-30,988.85,EXIT,119650.85,0.0,0.44117367193748264
2020-07-20,1406.2,INVEST,0,85.0,0.0
2020-08-28,1510.8,EXIT,128418.0,0.0,0.07327277658286585
2020-11-12,1403.35,INVEST,0,91.0,0.0
2020-12-18,1444.65,EXIT,131463.15,0.0,0.023712797271410506
2020-12-22,1334.7,INVEST,0,98.0,0.0
2021-04-07,1783.6,-,174792.8,0.0,0.3295954037310075
