Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-02-03,375.75,INVEST,0,266.0,0.0
2020-02-27,434.3,EXIT,115523.8,0.0,0.15523800000000004
2020-04-08,288.1,INVEST,0,400.0,0.0
2020-04-20,339.1,EXIT,135640.0,0.0,0.17413035236029284
2020-08-13,437.05,INVEST,0,310.0,0.0
2020-08-28,522.05,EXIT,161835.5,0.0,0.19312518431141257
2020-09-11,460.5,INVEST,0,351.0,0.0
2020-12-18,632.75,EXIT,222095.25,0.0,0.37235186346629756
2021-01-12,712.85,INVEST,0,311.0,0.0
2021-02-19,1002.0,EXIT,311622.0,0.0,0.4031006966605544
