Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-06-08,1177.35,INVEST,0,84.0,0.0
2018-08-03,1725.05,EXIT,144904.19999999998,0.0,0.44904199999999983
2018-08-16,1710.3,INVEST,0,84.0,0.0
2018-09-10,1818.8,EXIT,152779.19999999998,0.0,0.054346250833309184
2019-02-06,1606.1,INVEST,0,95.0,0.0
2019-02-14,1822.15,EXIT,173104.25,0.0,0.13303545246996987
2020-04-03,2403.8,INVEST,0,72.0,0.0
2020-06-10,3432.45,EXIT,247136.4,0.0,0.4276737861722054
2020-06-12,3218.0,INVEST,0,76.0,0.0
2020-08-13,3351.05,EXIT,254679.80000000002,0.0,0.030523225231087057
2021-03-31,3010.2,INVEST,0,84.0,0.0
2021-04-01,3437.1,EXIT,288716.39999999997,0.0,0.13364467853359374
