Company,Average Returns,Days
541578-Varroc Engineering Pvt Ltd.,0.34004399999999996,180
532400-Birlasoft Ltd.,0.33972799999999986,180
526612-Blue Dart Express Ltd.,0.3352875,180
506076-Grindwell Norton Ltd.,0.32699,180
500228-JSW Steel Ltd.,0.3238196676807481,180
532525-Bank of Maharashtra,0.31974350000000007,180
519091-Tasty Bite Eatables Ltd.,0.3189680000000002,180
500575-Voltas Ltd.,0.31894399999999995,180
500493-Bharat Forge Ltd.,0.3156925,180
531344-Container Corpn. Of India Ltd.,0.31135197540774107,180
520111-Ratnamani Metals & Tubes Ltd.,0.31027,180
540153-Endurance Technologies Ltd.,0.3077699999999999,180
540673-SIS Ltd.,0.30650600000000006,180
533148-JSW Energy Ltd.,0.30388699999999996,180
512599-Adani Enterprises Ltd.,0.30312,180
500266-Maharashtra Scooters Ltd.,0.3028629999999999,180
533150-Godrej Properties Ltd.,0.29459399889345467,180
500380-JK Lakshmi Cement Ltd.,0.2853120000000001,180
532865-Meghmani Organics Ltd.,0.28475100000000003,180
509243-TVS Srichakra Ltd.,0.27708,180
540065-RBL Bank Ltd.,0.2740070000000001,180
532541-Coforge Ltd.,0.2736034999999999,180
532548-Century Plyboards (India) Ltd.,0.27255538635335164,180
532388-Indian Overseas Bank,0.26960092496091714,180
523385-Nilkamal Ltd.,0.268505,180
500300-Grasim Industries Ltd.,0.25913149999999996,180
500400-Tata Power Co. Ltd.,0.25465393923797025,180
500247-Kotak Mahindra Bank Ltd.,0.254085,180
532477-Union Bank of India,0.2498675,180
520057-JTEKT India Ltd.,0.24402500000000016,180
500520-Mahindra & Mahindra Ltd.,0.24238399999999993,180
532162-JK Paper Ltd.,0.2423018698431684,180
513023-Nava Bharat Ventures Ltd.,0.24148700000000012,180
533273-Oberoi Realty Ltd.,0.23673600000000006,180
532215-Axis Bank Ltd.,0.23328,180
539658-TeamLease Services Ltd.,0.2303221751266752,180
532555-National Thermal Power Corp. Ltd.,0.22743800000000003,180
535755-Aditya Birla Fashion and Retail Ltd.,0.22423399999999993,180
532725-Solar Industries India Ltd.,0.22390400000000008,180
534804-CARE Ratings Ltd.,0.2214666314018424,180
500338-Prism Johnson Ltd.,0.2208974919562587,180
532779-Torrent Power Ltd.,0.21856849999999992,180
535789-Indiabulls Housing Finance Ltd.,0.21757076098958975,180
500182-Hero Motocorp Ltd.,0.2154975,180
500840-EIH Ltd.,0.21521449999999998,180
500251-Trent Ltd.,0.21494449999999998,180
509557-Garware Technical Fibres Ltd.,0.21351649999999994,180
500387-Shree Cement Ltd.,0.21093,180
532144-Welspun Corp Ltd.,0.20584870696250085,180
502986-Vardhman Textiles Ltd.,0.20244799999999988,180
500164-Godrej Industries Ltd.,0.20184599999999991,180
523319-Balmer Lawrie & Co. Ltd.,0.2005590000000001,180
532843-Fortis Healthcare Ltd.,0.20036885519219896,180
539450-S H Kelkar and Company Ltd,0.199375,180
534076-Orient Refractories Limited,0.1987105023094688,180
500330-Raymond Ltd.,0.19856867454903654,180
500710-Akzo Nobel India Ltd.,0.19372499999999984,180
532784-Sobha Ltd.,0.19343233667781495,180
540768-Mahindra Logistics Ltd.,0.19318401854057748,180
531162-Emami Ltd.,0.191685,180
512529-Sequent Scientific Ltd.,0.18553146202955803,180
532805-Redington India Ltd.,0.18410828714641234,180
539597-Jindal Stainless (Hisar) Ltd.,0.18282522315853073,180
504067-Zensar Technologies Ltd.,0.1819520000000001,180
542812-Gujarat Fluorochemicals Ltd.,0.1818809871065656,180
539874-Ujjivan Financial Services Ltd.,0.18154649999999994,180
500878-Ceat Ltd.,0.18153400000000008,180
542830-Indian Railway Catering & Tourism Corpn. Ltd.,0.17958949999999996,180
533229-Bajaj Consumer Care Ltd.,0.17844061573400102,180
532524-PTC India Ltd.,0.17424353680918014,180
543187-ABB Power Products and Systems India Ltd.,0.17382149999999993,180
500302-Piramal Enterprises Ltd.,0.1736355884739615,180
532714-KEC International Ltd.,0.17356550000000004,180
500940-Finolex Industries Ltd.,0.16963214479015973,180
514162-Welspun India Ltd.,0.16938850000000005,180
519552-Heritage Foods Ltd.,0.16771435358805353,180
533098-NHPC Ltd.,0.1669886412804272,180
500530-Bosch Ltd.,0.16508800000000004,180
524742-Caplin Point Laboratories Ltd.,0.16423450000000012,180
523398-Johnson Controls - Hitachi Air Conditioning India Ltd.,0.16300799999999988,180
532178-Engineers India Ltd.,0.16204699999999997,180
532483-Canara Bank,0.16182784657722746,180
532683-AIA Engineering Ltd.,0.16017,180
532872-Sun Pharma Advanced Research Company Ltd.,0.15937249999999986,180
517354-Havells India Ltd.,0.1592420000000001,180
532515-TV Today Network Ltd.,0.15808800000000003,180
523598-Shipping Corpn. Of India Ltd.,0.15583666398838608,180
500472-SKF India Ltd.,0.1548434999999999,180
506943-JB Chemicals & Pharmaceuticals Ltd.,0.15469199999999997,180
500003-Aegis Logistics Ltd.,0.15414199999999997,180
539437-IDFC First Bank Ltd.,0.1522095000000001,180
500294-NCC Ltd.,0.15182,180
500870-Castrol India Ltd.,0.15148599999999993,180
500133-Esab India Ltd.,0.14947199999999997,180
539336-Gujarat Gas Ltd.,0.14683352970558067,180
532702-Gujarat State Petronet Ltd.,0.14529049999999988,180
501301-Tata Investment Corpn. Ltd.,0.1412495000000001,180
500620-Great Eastern Shipping Company Ltd.,0.14079,180
500570-Tata Motors Ltd.,0.14076,180
534139-Schneider Electric Infrastructure Ltd.,0.14058166963365246,180
532504-Navin Fluorine International Ltd.,0.138955,180
512179-Sunteck Realty Ltd.,0.13717460383361524,180
506820-Astrazeneca Pharma India Ltd.,0.13424300000000003,180
533286-Moil Ltd.,0.13016399999999995,180
500183-HFCL Ltd.,0.13014700000000012,180
539448-Interglobe Aviation Ltd.,0.12794633789841267,180
500116-IDBI Bank Ltd.,0.12641600000000006,180
517506-TTK Prestige Ltd.,0.12391199999999997,180
540575-Star Cement Ltd,0.12340549999999989,180
542399-Chalet Hotel Ltd.,0.12199399999999994,180
500690-Gujarat State Fertilizers & Chemicals Ltd.,0.12147800000000003,180
532321-Cadila Healthcare Ltd.,0.1208375,180
500850-Indian Hotels Co. Ltd.,0.11978400000000008,180
533400-Future Consumer Ltd.,0.11835679999999993,180
505533-Westlife Development Ltd.,0.11741,180
540376-Avenue Supermarts Ltd.,0.11609718483669992,180
532187-Indusind Bank Ltd.,0.11563100000000005,180
533151-DB Corporation Ltd.,0.11435,180
532953-V-Guard Industries Ltd.,0.11136,180
533271-Ashoka Buildcon Ltd.,0.1093775,180
541154-Hindustan Aeronautics Ltd.,0.10745800000000003,180
541143-Bharat Dynamics Ltd.,0.10419199999999997,180
500067-Blue Star Ltd.,0.10120621679584535,180
533274-Prestige Estates Projects Ltd.,0.10094,180
505255-GMM Pfaudler Ltd.,0.09786154055058234,180
532899-Kaveri Seed Company Ltd.,0.09589550000000002,180
532798-Network 18 Media & Investments Ltd.,0.09510199999999996,180
533398-Muthoot Finance Ltd.,0.09129101328045014,180
532921-Adani Ports and Special Economic Zone Ltd.,0.09116199999999997,180
542650-Metropolis Healthcare Ltd.,0.08957599999999992,180
522113-Timken India Ltd.,0.08887349477278286,180
530001-Gujarat Alkalies & Chemicals Ltd.,0.08801,180
542920-Sumitomo Chemical India Pvt. Ltd.,0.08669,180
542867-CSB Bank Ltd.,0.08668799999999989,180
533023-Wabco India Ltd.,0.08619066236381746,180
532514-Indraprastha Gas Ltd.,0.08575,180
500252-Lakshmi Machine Works Ltd.,0.08541300000000003,180
533519-L&T Finance Holdings Ltd.,0.08523199999999997,180
500292-Heidelberg Cement India Ltd.,0.08358050000000003,180
500238-Whirlpool Of India Ltd.,0.08295200000000012,180
500660-Glaxosmithkline Pharmaceuticals Ltd.,0.07935276482443417,180
541956-Ircon International Ltd.,0.07920036875844758,180
532822-Vodafone Idea Ltd.,0.075588077172602,180
505509-Responsive Industries Ltd.,0.07435717851391145,180
532174-ICICI Bank Ltd.,0.07424299999999988,180
541195-Mishra Dhatu Nigam Ltd.,0.07078399999999994,180
532218-South Indian Bank Ltd.,0.06942220000000002,180
540762-Tube Investments Of India Ltd.,0.06815800000000002,180
532331-Ajanta Pharma Ltd.,0.066865,180
539542-Lux Industries Ltd.,0.06418300000000003,180
513683-NLC India Ltd.,0.05910497538029811,180
500355-Rallis India Ltd.,0.05128549999999989,180
532461-Punjab National Bank,0.05016800000000003,180
500730-NOCIL Ltd.,0.04993700000000011,180
500257-Lupin Ltd.,0.04529950000000012,180
500027-Atul Ltd.,0.03929396877377179,180
533278-Coal India Ltd.,0.0381875,180
532638-Shoppers Stop Ltd.,0.036223999999999944,180
526947-La Opala RG Ltd.,0.03555164268757806,180
532309-GE Power India Ltd.,0.0351875,180
532466-Oracle Financial Services Software Ltd.,0.03126928801751172,180
500040-Century Textiles & Inds. Ltd.,0.02994,180
500144-Finolex Cables Ltd.,0.028173999999999942,180
500180-HDFC Bank Ltd.,0.027618499999999914,180
500084-CESC Ltd.,0.0275375,180
532531-Strides Pharma Science Ltd.,0.027278000000000028,180
500148-UFLEX Ltd.,0.0271625,180
532720-Mahindra & Mahindra Financial Services Ltd.,0.02669953356725307,180
508486-Hawkins Cookers Ltd.,0.025781500000000086,180
532756-Mahindra CIE Automotive Ltd.,0.02483699999999997,180
505200-Eicher Motors Ltd.,0.022898418086233094,180
503310-Swan Energy Ltd.,0.02,180
500378-Jindal Saw Ltd.,0.01880899999999994,180
500165-Kansai Nerolac Paints Ltd.,0.01525050000000003,180
532947-IRB Infrastructure Developers Ltd.,0.01195,180
505355-Nesco Ltd.,0.00783,180
508989-Navneet Education Ltd.,0.006299499999999971,180
543064-Suven Pharmaceutical Ltd.,0.0062,180
532508-Jindal Stainless Ltd.,0.0039040000000000875,180
504973-Cholamandalam Financial Holdings Ltd.,0.00385,180
532926-Jyothy Labs Ltd.,0.0,180
532922-Edelweiss Financial Services Ltd.,0.0,180
532819-MindTree Ltd.,0.0,180
539844-Equitas Holdings Ltd.,0.0,180
541540-Solara Active Pharma Sciences Ltd.,0.0,180
539876-Crompton Greaves Consumer Electricals Ltd.,0.0,180
532830-Astral Ltd.,0.0,180
539871-Thyrocare Technologies Ltd.,0.0,180
532848-Delta Corp Ltd.,0.0,180
540975-Aster DM Healthcare Ltd.,0.0,180
532856-Time Technoplast Ltd,0.0,180
532898-Power Grid Corporation of India Ltd.,0.0,180
532892-Motilal Oswal Financial Services Ltd,0.0,180
541153-Bandhan Bank Ltd.,0.0,180
539978-Quess Corp Ltd.,0.0,180
532880-Omaxe Ltd.,0.0,180
542904-Ujjivan Small Finance Bank Ltd.,0.0,180
542726-Indiamart Intermesh Ltd.,0.0,180
532868-DLF Ltd.,0.0,180
540005-Larsen & Toubro Infotech Ltd.,0.0,180
542760-Sterling and Wilson Solar Ltd.,0.0,180
541700-TCNS Clothing Co Ltd.,0.0,180
541450-Adani Green Energy Ltd.,0.0,180
540180-Varun Beverages Ltd.,0.0,180
533155-Jubilant FoodWorks Ltd.,0.0,180
533179-Persistent Systems Ltd.,0.0,180
533206-SJVN Ltd.,0.0,180
541556-Rites Ltd.,0.0,180
540691-Aditya Birla Capital Ltd.,0.0,180
533248-Gujarat Pipavav Port Ltd,0.0,180
539150-PNC Infratech Ltd.,0.0,180
541557-Fine Organic Industries Ltd.,0.0,180
540678-Cochin Shipyard Ltd.,0.0,180
541336-Indostar Capital Finance Pvt Ltd.,0.0,180
538962-Minda Corporation Ltd.,0.0,180
533573-Alembic Pharmaceuticals Ltd.,0.0,180
538567-Gulf Oil Lubricants India Ltd.,0.0,180
540212-TCI Express Ltd.,0.0,180
533758-APL Apollo Tubes Ltd.,0.0,180
541729-HDFC Asset Management Company Ltd.,0.0,180
534091-Multi Commodity Exchange India,0.0,180
540530-Housing & Urban Development Corpn. Ltd.,0.0,180
541301-Orient Electric Ltd.,0.0,180
540611-AU Small Finance Bank Ltd.,0.0,180
540596-Eris Lifesciences Ltd,0.0,180
541988-Aavas Financiers Ltd.,0.0,180
540699-Dixon Technologies (India) Ltd.,0.0,180
542652-Polycab India Ltd.,0.0,180
539254-Adani Transmission Ltd.,0.0,180
540902-Amber Enterprises India Ltd.,0.0,180
542651-KPIT Technologies Ltd.,0.0,180
532955-REC Ltd.,0.0,180
540767-Nippon Life India Asset Management Ltd.,0.0,180
532977-Bajaj Auto Ltd,0.0,180
541179-ICICI Securities Ltd.,0.0,180
533088-Mahindra Holidays & Resorts India Ltd,0.0,180
540115-L&T Technology Services Ltd.,0.0,180
539524-Dr. Lal Pathlabs Ltd.,0.0,180
533106-Oil India Ltd.,0.0,180
542216-Dalmia Bharat Ltd.,0.0,180
539523-Alkem Laboratories Ltd.,0.0,180
540750-Indian Energy Exchange Ltd.,0.0,180
532810-Power Finance Corpn. Ltd.,0.0,180
542066-Adani Total Gas Ltd.,0.0,180
540749-Mas Financial Services Ltd.,0.0,180
540173-PNB Housing Finance Ltd.,0.0,180
540743-Godrej Agrovet Ltd.,0.0,180
540701-Dishman Carbogen Amcis Ltd.,0.0,180
539268-Syngene International Ltd.,0.0,180
542011-Garden Reach Shipbuilders & Engineers Ltd.,0.0,180
542649-Rail Vikas Nigam Ltd.,0.0,180
570001-Tata Motors DVR,0.0,180
532809-Firstsource Solutions Ltd.,0.0,180
512070-UPL Ltd.,0.0,180
500877-Apollo Tyres Ltd.,0.0,180
500875-ITC Ltd.,0.0,180
500830-Colgate-Palmolive (India) Ltd.,0.0,180
500825-Britannia Industries Ltd.,0.0,180
500800-Tata Consumer Products Ltd.,0.0,180
500790-Nestle India Ltd.,0.0,180
500696-Hindustan Unilever Ltd.,0.0,180
500680-Pfizer Ltd.,0.0,180
500674-Sanofi India Ltd.,0.0,180
500550-Siemens Ltd.,0.0,180
500547-Bharat Petroleum Corpn. Ltd.,0.0,180
500510-Larsen & Toubro Ltd.,0.0,180
500495-Escorts Ltd.,0.0,180
500490-Bajaj Holdings & Investment Ltd.,0.0,180
500488-Abbott India Ltd.,0.0,180
501425-Bombay Burmah Trdg. Corpn. Ltd.,0.0,180
501455-Greaves Cotton Ltd.,0.0,180
502355-Balkrishna Industries Ltd.,0.0,180
507717-Dhanuka Agritech Ltd.,0.0,180
509930-Supreme Industries Ltd.,0.0,180
509488-Graphite India Ltd.,0.0,180
532800-TV18 Broadcast Ltd.,0.0,180
508869-Apollo Hospitals Enterprise Ltd.,0.0,180
507880-VIP Industries Ltd.,0.0,180
507815-Gillette India Ltd.,0.0,180
507685-Wipro Ltd.,0.0,180
503100-Phoenix Mills Ltd.,0.0,180
506767-Alkyl Amines Chemicals Ltd.,0.0,180
506655-Sudarshan Chemical Inds. Ltd.,0.0,180
506395-Coromandel International Ltd.,0.0,180
506285-Bayer CropScience Ltd.,0.0,180
506197-Bliss GVS Pharma Ltd.,0.0,180
505537-Zee Entertainment Enterprises Ltd.,0.0,180
500477-Ashok Leyland Ltd.,0.0,180
500470-Tata Steel Ltd.,0.0,180
500469-Federal Bank Ltd.,0.0,180
500087-Cipla Ltd.,0.0,180
500113-Steel Authority Of India Ltd.,0.0,180
500112-State Bank of India,0.0,180
500104-Hindustan Petroleum Corpn. Ltd.,0.0,180
500103-Bharat Heavy Electricals Ltd.,0.0,180
500096-Dabur India Ltd.,0.0,180
500092-Crisil Ltd.,0.0,180
500086-Exide Industries Ltd.,0.0,180
500124-Dr. Reddy's Laboratories Ltd.,0.0,180
500049-Bharat Electronics Ltd.,0.0,180
500043-Bata India Ltd.,0.0,180
500038-Balrampur Chini Mills Ltd.,0.0,180
500020-Bombay Dyeing & Mfg. Co. Ltd.,0.0,180
500010-Housing Development Finance Corpn. Ltd.,0.0,180
500008-Amara Raja Batteries Ltd.,0.0,180
500114-Titan Company Ltd.,0.0,180
500125-EID-Parry (India) Ltd.,0.0,180
500440-Hindalco Industries Ltd.,0.0,180
500325-Reliance Industries Ltd.,0.0,180
500425-Ambuja Cements Ltd.,0.0,180
500420-Torrent Pharmaceuticals Ltd.,0.0,180
500410-ACC Ltd.,0.0,180
500403-Sundram Fasteners Ltd.,0.0,180
500339-Rain Industries Ltd.,0.0,180
500331-Pidilite Industries Ltd.,0.0,180
500312-Oil & Natural Gas Corpn. Ltd.,0.0,180
500163-Godfrey Phillips India Ltd.,0.0,180
500265-Maharashtra Seamless Ltd.,0.0,180
500260-The Ramco Cements Ltd.,0.0,180
500253-LIC Housing Finance Ltd.,0.0,180
500209-Infosys Ltd.,0.0,180
500188-Hindustan Zinc Ltd.,0.0,180
500184-Himadri Speciality Chemical Ltd.,0.0,180
511196-Can Fin Homes Ltd.,0.0,180
509480-Berger Paints India Ltd.,0.0,180
532234-National Aluminium Co. Ltd.,0.0,180
532705-Jagran Prakashan Ltd.,0.0,180
531213-Manappuram Finance Ltd.,0.0,180
531335-Zydus Wellness Ltd.,0.0,180
531500-Rajesh Exports Ltd.,0.0,180
531595-Capri Global Capital Ltd.,0.0,180
531599-FDC Ltd.,0.0,180
532644-JK Cement Ltd,0.0,180
531642-Marico Ltd.,0.0,180
532636-IIFL Finance Ltd.,0.0,180
532612-Indoco Remedies Ltd.,0.0,180
532181-Gujarat Mineral Devp. Corpn. Ltd.,0.0,180
532210-City Union Bank Ltd.,0.0,180
532540-Tata Consultancy Services Ltd.,0.0,180
532538-Ultratech Cement Ltd.,0.0,180
532281-HCL Technologies Ltd.,0.0,180
532286-Jindal Steel & Power Ltd.,0.0,180
532296-Glenmark Pharmaceuticals Ltd.,0.0,180
532301-Tata Coffee Ltd.,0.0,180
532343-TVS Motor Co. Ltd.,0.0,180
532374-Sterlite Technologies Ltd.,0.0,180
532424-Godrej Consumer Products Ltd.,0.0,180
532454-Bharti Airtel Ltd.,0.0,180
532478-United Breweries Ltd.,0.0,180
532523-Biocon Ltd.,0.0,180
532482-Granules India Ltd.,0.0,180
532488-Divi's Laboratories Ltd.,0.0,180
530965-Indian Oil Corpn. Ltd.,0.0,180
530549-Shilpa Medicare Ltd.,0.0,180
532522-Petronet LNG Ltd.,0.0,180
532706-INOX Leisure Ltd.,0.0,180
532790-Tanla Platforms Ltd.,0.0,180
513377-MMTC Ltd.,0.0,180
517174-Honeywell Automation India Ltd.,0.0,180
517385-Symphony Ltd.,0.0,180
517569-Kei Industries Ltd.,0.0,180
532777-Info Edge (India) Ltd.,0.0,180
519600-CCL Products (India) Ltd.,0.0,180
521064-Trident Ltd.,0.0,180
521070-Alok Industries Ltd.,0.0,180
532755-Tech Mahindra Ltd.,0.0,180
523261-Venky's (India) Ltd.,0.0,180
523405-JM Financial Ltd.,0.0,180
523457-Linde India Ltd.,0.0,180
523610-ITI Ltd.,0.0,180
523642-PI Industries Ltd.,0.0,180
524164-IOL Chemicals & Pharmaceuticals Ltd.,0.0,180
524348-Aarti Drugs Ltd.,0.0,180
532754-GMR Infrastructure Ltd,0.0,180
524494-Ipca Laboratories Ltd.,0.0,180
524715-Sun Pharmaceutical Inds. Ltd.,0.0,180
524804-Aurobindo Pharma Ltd.,0.0,180
532733-Sun TV Network Ltd.,0.0,180
526299-Mphasis Ltd.,0.0,180
526371-NMDC Ltd.,0.0,180
530517-Relaxo Footwears Ltd.,0.0,180
532497-Radico Khaitan Ltd.,0.0,180
512237-Jai Corp Ltd.,-0.00108,180
522287-Kalpataru Power Transmission Ltd.,-0.0035639999999999418,180
532505-UCO Bank,-0.003715228881740286,180
500483-Tata Communications Ltd.,-0.005425,180
532772-DCB Bank Ltd.,-0.005990999999999913,180
500085-Chambal Fertilisers & Chemicals Ltd.,-0.006075,180
532689-PVR Ltd.,-0.007402655948018491,180
532749-Allcargo Logistics Ltd.,-0.016975,180
532149-Bank of India,-0.0258125,180
530813-KRBL Ltd.,-0.02581300000000003,180
500459-Procter & Gamble Hygiene & Health Care Ltd.,-0.029205999999999913,180
533162-Hathway Cable & Datacom Ltd.,-0.0419,180
500033-Force Motors Ltd.,-0.05437,180
500135-EPL Ltd.,-0.05474300000000003,180
509966-VST Industries Ltd.,-0.055154000000000085,180
539551-Narayana Hrudayalaya Ltd.,-0.0673025,180
512573-Avanti Feeds Ltd.,-0.06909800000000003,180
500126-Procter & Gamble Health Ltd.,-0.070855,180
500820-Asian Paints Ltd.,-0.0803225,180
500290-MRF Ltd.,-0.08354712683490022,180
524816-Natco Pharma Ltd.,-0.08567199999999997,180
532839-Dish TV India Ltd.,-0.08837599999999991,180
532827-Page Industries Ltd.,-0.10483299999999988,180
532500-Maruti Suzuki India Ltd.,-0.10756300000000003,180
532134-Bank Of Baroda,-0.11969200000000012,180
541770-CreditAccess Grameen Ltd.,-0.193025,180
540064-Future Retail Ltd.,-0.31209600000000004,180
