Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-03-19,160.1,INVEST,0,624.0,0.0
2020-03-20,179.1,EXIT,111758.4,0.0,0.11758399999999994
2020-09-11,168.15,INVEST,0,664.0,0.0
2021-04-07,241.6,-,160422.4,0.0,0.4354393047860385
