Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-10-29,89.5,INVEST,0,1117.0,0.0
2019-11-05,101.65,EXIT,113543.05,0.0,0.13543050000000004
2020-03-19,57.15,INVEST,0,1986.0,0.0
2020-03-23,60.45,EXIT,120053.70000000001,0.0,0.05734080597623552
2020-04-07,53.9,INVEST,0,2227.0,0.0
2020-04-09,65.55,EXIT,145979.85,0.0,0.21595461031188537
2020-04-15,63.25,INVEST,0,2307.0,0.0
2020-04-20,78.25,EXIT,180522.75,0.0,0.2366278633660741
2020-04-24,65.95,INVEST,0,2737.0,0.0
2020-08-28,79.55,EXIT,217728.35,0.0,0.20609923126032595
