Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-11-16,613.4,INVEST,0,163.0,0.0
2019-04-23,657.6,EXIT,107188.8,0.0,0.07188800000000004
2019-04-26,659.1,INVEST,0,162.0,0.0
2019-07-26,749.05,EXIT,121346.09999999999,0.0,0.1320781648828981
2019-08-07,697.7,INVEST,0,173.0,0.0
2020-02-27,843.6,EXIT,145942.80000000002,0.0,0.2026987270295463
2020-08-25,582.6,INVEST,0,250.0,0.0
2021-02-18,850.1,EXIT,212525.0,0.0,0.4562212044718888
2021-03-01,860.25,INVEST,0,247.0,0.0
2021-04-07,910.15,-,224807.05,0.0,0.05779108340195266
