Company,Average Returns %
513599-Hindustan Copper Ltd.,3.2688615000000003
509631-HEG Ltd.,1.9932260000000004
500770-Tata Chemicals Ltd.,1.638675
506401-Deepak Nitrite Ltd.,1.3779
511243-Cholamandalam Investment & Finance Co. Ltd.,1.3060205000000003
500048-BEML Ltd,1.130195
542752-Affle (India) Ltd.,1.0976595
532156-Vaibhav Global Ltd.,1.0736560000000002
500480-Cummins India Ltd.,0.9999125
524230-Rashtriya Chemicals & Fertilizers Ltd.,0.94376
500249-KSB Ltd.,0.9380270000000002
530007-JK Tyre & Industries Ltd.,0.937925
531768-Poly Medicure Ltd.,0.9039585000000001
532667-Suzlon Energy Ltd.,0.870715
532313-Mahindra Lifespace Developers Ltd.,0.8473025000000003
500233-Kajaria Ceramics Ltd.,0.7670564999999999
520051-Jamna Auto Inds. Ltd.,0.7630970000000001
505726-IFB Industries Ltd.,0.7482280000000002
500670-Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,0.6870619999999998
532929-Brigade Enterprises Ltd.,0.6684375
532155-GAIL (India) Ltd.,0.6657869999999998
535754-Orient Cement Ltd.,0.635135
532539-Minda Industries Ltd.,0.6338480000000002
532978-Bajaj Finserv Ltd.,0.6216809999999998
500106-IFCI Ltd.,0.6105438644090391
500645-Deepak Fertilisers & Petrochemicals Corpn. Ltd.,0.60944
513434-Tata Metaliks Ltd.,0.60728
511431-Vakrangee Ltd.,0.606659716775799
540203-Sheela Foam Ltd.,0.586196
532509-Suprajit Engineering Ltd.,0.57948
535648-Just Dial Ltd.,0.5794119999999998
532889-KPR Mills Ltd.,0.5753255000000002
500295-Vedanta Ltd.,0.5730160000000001
532927-eClerx Services Ltd,0.572579
500171-GHCL Ltd.,0.55754
532814-Indian Bank,0.5549179999999999
533096-Adani Power Ltd.,0.5478120000000001
532622-Gateway Distriparks Ltd.,0.5466925
500042-BASF India Ltd.,0.5464889999999999
506590-Phillips Carbon Black Ltd.,0.5275129999999999
500034-Bajaj Finance Ltd.,0.523025
541233-Lemon Tree Hotels Ltd.,0.5167040000000003
532885-Central Bank of India,0.5018025244591637
532659-IDFC Ltd.,0.4989835000000001
540047-Dilip Buildcon Ltd.,0.4982470000000001
500335-Birla Corporation Ltd.,0.497455
500285-Spicejet Ltd.,0.49480100000000005
532652-Karnataka Bank Ltd.,0.47917
517334-Motherson Sumi Systems Ltd.,0.47798
532832-Indiabulls Real Estate Ltd.,0.46382600000000007
540935-Galaxy Surfactants Ltd.,0.4598020000000001
513375-Carborundum Universal Ltd.,0.4538145000000001
500109-Mangalore Refinery & Petrochemicals Ltd.,0.45157600000000003
534976-V-Mart Retail Ltd.,0.44963
539118-VRL Logistics Ltd.,0.44509850000000006
532942-KNR Constructions Ltd.,0.4390798396239506
505790-Schaeffler India Ltd.,0.4338485000000001
532221-Sonata Software Ltd.,0.427375
511218-Shriram Transport Finance Co. Ltd.,0.42642718298379634
533655-Triveni Turbine Ltd.,0.42492
532498-Shriram City Union Finance Ltd.,0.42085299999999987
532189-India Tourism Devp. Corpn. Ltd.,0.4200779999999999
500408-Tata Elxsi Ltd.,0.4143920000000001
540222-Laurus Labs Ltd.,0.4111820000000001
532300-Wockhardt Ltd.,0.40849
532443-Cera Sanitaryware Ltd.,0.4029475
500031-Bajaj Electricals Ltd.,0.4028
534816-Indus Towers Ltd.,0.39104
534309-NBCC India Ltd.,0.3888
500002-ABB India Ltd.,0.38834599999999975
540025-Advanced Enzyme Technologies Ltd.,0.3859235000000001
524208-Aarti Industries Ltd.,0.379595
500271-Max Financial Services Ltd.,0.37919
500411-Thermax Ltd.,0.3745970000000001
530005-India Cements Ltd.,0.37347200000000014
524200-Vinati Organics Ltd.,0.3648125
503806-SRF Ltd.,0.3615470000000001
523395-3M India Ltd.,0.3611625
532175-Cyient Limited,0.3598909999999998
539957-Mahanagar Gas Ltd.,0.3591325
532209-Jammu & Kashmir Bank Ltd.,0.3525106494502947
523367-DCM Shriram Ltd.,0.35041399999999995
500110-Chennai Petroleum Corpn. Ltd.,0.3457604023668521
541578-Varroc Engineering Pvt Ltd.,0.34004399999999996
532400-Birlasoft Ltd.,0.33972799999999986
526612-Blue Dart Express Ltd.,0.3352875
506076-Grindwell Norton Ltd.,0.32699
500228-JSW Steel Ltd.,0.3238196676807481
532525-Bank of Maharashtra,0.31974350000000007
519091-Tasty Bite Eatables Ltd.,0.3189680000000002
500575-Voltas Ltd.,0.31894399999999995
500493-Bharat Forge Ltd.,0.3156925
531344-Container Corpn. Of India Ltd.,0.31135197540774107
520111-Ratnamani Metals & Tubes Ltd.,0.31027
540153-Endurance Technologies Ltd.,0.3077699999999999
540673-SIS Ltd.,0.30650600000000006
533148-JSW Energy Ltd.,0.30388699999999996
512599-Adani Enterprises Ltd.,0.30312
500266-Maharashtra Scooters Ltd.,0.3028629999999999
533150-Godrej Properties Ltd.,0.29459399889345467
500380-JK Lakshmi Cement Ltd.,0.2853120000000001
532865-Meghmani Organics Ltd.,0.28475100000000003
509243-TVS Srichakra Ltd.,0.27708
540065-RBL Bank Ltd.,0.2740070000000001
532541-Coforge Ltd.,0.2736034999999999
532548-Century Plyboards (India) Ltd.,0.27255538635335164
532388-Indian Overseas Bank,0.26960092496091714
523385-Nilkamal Ltd.,0.268505
500300-Grasim Industries Ltd.,0.25913149999999996
500400-Tata Power Co. Ltd.,0.25465393923797025
500247-Kotak Mahindra Bank Ltd.,0.254085
532477-Union Bank of India,0.2498675
520057-JTEKT India Ltd.,0.24402500000000016
500520-Mahindra & Mahindra Ltd.,0.24238399999999993
532162-JK Paper Ltd.,0.2423018698431684
513023-Nava Bharat Ventures Ltd.,0.24148700000000012
533273-Oberoi Realty Ltd.,0.23673600000000006
532215-Axis Bank Ltd.,0.23328
539658-TeamLease Services Ltd.,0.2303221751266752
532555-National Thermal Power Corp. Ltd.,0.22743800000000003
535755-Aditya Birla Fashion and Retail Ltd.,0.22423399999999993
532725-Solar Industries India Ltd.,0.22390400000000008
534804-CARE Ratings Ltd.,0.2214666314018424
500338-Prism Johnson Ltd.,0.2208974919562587
532779-Torrent Power Ltd.,0.21856849999999992
535789-Indiabulls Housing Finance Ltd.,0.21757076098958975
500182-Hero Motocorp Ltd.,0.2154975
500840-EIH Ltd.,0.21521449999999998
500251-Trent Ltd.,0.21494449999999998
509557-Garware Technical Fibres Ltd.,0.21351649999999994
500387-Shree Cement Ltd.,0.21093
