Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-11-19,525.05,INVEST,0,190.0,0.0
2019-05-28,717.2,EXIT,136268.0,0.0,0.36268
2019-05-30,686.6,INVEST,0,198.0,0.0
2020-02-25,1088.5,EXIT,215523.0,0.0,0.5816112366806587
2020-07-31,969.1,INVEST,0,222.0,0.0
2020-08-13,996.55,EXIT,221234.09999999998,0.0,0.02649879595217205
2020-08-21,984.0,INVEST,0,224.0,0.0
2020-08-28,1141.6,EXIT,255718.39999999997,0.0,0.15587244461861888
2021-01-29,1195.85,INVEST,0,213.0,0.0
2021-02-08,1377.55,EXIT,293418.14999999997,0.0,0.14742681793723098
2021-04-06,1287.45,INVEST,0,227.0,0.0
2021-04-07,1343.95,-,305076.65,0.0,0.039733397542040465
