Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-07-27,467.35,INVEST,0,213.0,0.0
2018-11-01,791.175,EXIT,168520.275,0.0,0.68520275
2018-11-14,754.625,INVEST,0,223.0,0.0
2020-03-06,1013.4,EXIT,225988.19999999998,0.0,0.3410149016194045
2020-03-25,692.7,INVEST,0,326.0,0.0
2020-04-01,804.65,EXIT,262315.89999999997,0.0,0.1607504285621992
2020-04-08,793.9,INVEST,0,330.0,0.0
2020-09-18,1338.15,EXIT,441589.50000000006,0.0,0.6834263573043041
2020-12-28,1147.6,INVEST,0,384.0,0.0
2021-04-07,1568.75,-,602400.0,0.0,0.36416287072043135
