Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-06-19,3976.5,INVEST,0,25.0,0.0
2019-07-26,3651.4,EXIT,91285.0,0.0,-0.08715
2019-09-09,3515.8,INVEST,0,25.0,0.0
2019-10-03,4015.85,EXIT,100396.25,0.0,0.09981103138522211
2019-10-16,3973.85,INVEST,0,25.0,0.0
2019-12-05,4061.7,EXIT,101542.5,0.0,0.01141725911077356
2020-01-23,4383.45,INVEST,0,23.0,0.0
2020-02-20,5202.3,EXIT,119652.90000000001,0.0,0.1783529064184948
2020-02-27,4969.8,INVEST,0,24.0,0.0
2020-03-03,5357.85,EXIT,128588.40000000001,0.0,0.07467850758318435
2020-05-19,4208.3,INVEST,0,30.0,0.0
2020-05-20,4460.25,EXIT,133807.5,0.0,0.040587642431199014
2020-07-23,4716.05,INVEST,0,28.0,0.0
2020-08-28,6215.75,EXIT,174041.0,0.0,0.30068194981596696
2020-09-14,6475.8,INVEST,0,26.0,0.0
2020-09-16,6950.15,EXIT,180703.9,0.0,0.03828350790905588
2020-12-22,6198.3,INVEST,0,29.0,0.0
2021-01-08,6638.65,EXIT,192520.84999999998,0.0,0.06539399537032672
2021-02-11,6515.15,INVEST,0,29.0,0.0
2021-02-17,6747.55,EXIT,195678.95,0.0,0.016403937547543736
