Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Alkyl Amines Chemicals Ltd.,506767,540,1.518331378504673,-1.399525492947698,1.518331378504673,-0.6066120924550372 to 1.518331378504673
HEG Ltd.,509631,540,1.335480424137931,-10.227771704071605,1.335480424137931,-12.323508469201546 to 1.335480424137931
Alok Industries Ltd.,521070,540,1.0510647860788884,-0.9286396721375865,0.0213411101663726,0.07500432773922702 to 1.0734956754705927
TeamLease Services Ltd.,539658,540,0.765269,-0.7455823917009812,0.765269,0.19469790868538184 to 0.765269
Granules India Ltd.,532482,540,0.7563299790940767,-1.3582990354261584,0.18952027533669358,-0.2709923019732942 to 0.8996698449773819
Syngene International Ltd.,539268,540,0.696689,-0.6211102633283058,0.696689,0.263968311752066 to 0.696689
JB Chemicals & Pharmaceuticals Ltd.,506943,540,0.694901149913345,-0.8083191433164001,0.21927817197258134,0.13319924772580866 to 0.847277803767988
Adani Enterprises Ltd.,512599,540,0.6925209311531842,-1.7595002824595367,0.10803769249539955,-0.5259698428199848 to 0.7673392945597398
Lux Industries Ltd.,539542,540,0.6816215454545455,-0.41198690465917326,0.6816215454545455,0.40080239479372526 to 0.6816215454545455
PNC Infratech Ltd.,539150,540,0.67577,-0.4428631494018612,0.67577,0.37649636952870424 to 0.67577
Navin Fluorine International Ltd.,532504,540,0.6712510043029261,-1.0212051154527857,0.19558541710698452,-0.014233955044041895 to 0.8025379119629961
Welspun India Ltd.,514162,540,0.6513438856382978,-1.498167347240061,0.1249000877752296,-0.3244782556494645 to 0.7326967941263803
Escorts Ltd.,500495,540,0.5693820277777779,-0.9397592651111951,0.07341427238880484,0.03429999178581126 to 0.6111827950583458
IRB Infrastructure Developers Ltd.,532947,540,0.493865041970803,-0.8869258915413607,0.12212330829825428,0.05584334931973703 to 0.5541774747491336
Jubilant FoodWorks Ltd.,533155,540,0.49275333372365343,-0.7429285887062359,0.09755220449322016,0.1266727949200467 to 0.5408225076997792
Prism Johnson Ltd.,500338,540,0.46795865331010456,-1.1250764315082293,0.14349425571399277,-0.05853059844942453 to 0.5351080319717604
JSW Steel Ltd.,500228,540,0.41964010170940175,-0.9487563679152548,0.11616043661367598,0.021503882980001658 to 0.46838567914457324
Persistent Systems Ltd.,533179,540,0.4153954156479217,-0.928845980366987,0.19518010861290896,0.029557053560475836 to 0.49647233799138757
APL Apollo Tubes Ltd.,533758,540,0.4010094863397549,-0.9017624793012174,0.13747008339328554,0.039394177714709835 to 0.45613629386837967
Procter & Gamble Health Ltd.,500126,540,0.37393937730022214,-0.44735271343655697,0.0316265264539884,0.20665658220419134 to 0.38576578090859553
Edelweiss Financial Services Ltd.,532922,540,0.36762366674881963,-0.5094010959059746,0.14541497124125394,0.18035576802599812 to 0.4210816516767036
Narayana Hrudayalaya Ltd.,539551,540,0.36090855098812563,-0.2805630642377927,0.36090855098812563,0.25965094201327543 to 0.36090855098812563
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670,540,0.3381436012216405,-0.6481424436128185,0.07409205507355245,0.118978381233808 to 0.36319735554612365
India Tourism Devp. Corpn. Ltd.,532189,540,0.32830159440559437,-0.3351873803311575,0.32830159440559437,0.21825904301824098 to 0.32830159440559437
Axis Bank Ltd.,532215,540,0.3092454212328767,-0.49043264613302295,0.09565962806052537,0.15758137099311564 to 0.33882772320743415
Phillips Carbon Black Ltd.,506590,540,0.30723904419410747,-0.6749139502728055,0.44534245997325683,0.09987912719902131 to 0.4440656359353435
Atul Ltd.,500027,540,0.3052616221426246,-0.2240660593840749,0.03559843664007686,0.23686285338793625 to 0.31612845865711586
Trident Ltd.,521064,540,0.287365600619469,-1.2798991002065119,0.2385321540528567,-0.08043337304369322 to 0.3559115363359238
NBCC India Ltd.,534309,540,0.2678545683453238,-0.42229659063469716,0.14138436971177448,0.15474049734716508 to 0.3057250176652468
Tasty Bite Eatables Ltd.,519091,540,0.26334273214285714,-0.20457426414881166,0.4817212031426408,0.20946958649579453 to 0.39020050990958444
Tata Power Co. Ltd.,500400,540,0.26290998630136986,-0.7373510058186321,0.18384821716640065,0.069053043462292 to 0.31124551855811955
Schneider Electric Infrastructure Ltd.,534139,540,0.25757041197183106,-0.18863134220188255,0.041861253333831706,0.20898455945009273 to 0.2683526322386833
Cholamandalam Investment & Finance Co. Ltd.,511243,540,0.2572642909407665,-0.9548853184810168,0.1747560656874655,0.011606396551999725 to 0.30222278626745036
Indus Towers Ltd.,534816,540,0.2510003054315955,-0.13332180551550835,0.03788894581636261,0.21753649152651117 to 0.26051044240398374
Dish TV India Ltd.,532839,540,0.24581775602836878,-0.7978784632908577,0.6247235596365278,0.04968506259884694 to 0.39938589959627485
EPL Ltd.,500135,540,0.23533732049036774,-0.46145287644320465,0.28738339607686353,0.1267402370156512 to 0.3029693588765188
Cadila Healthcare Ltd.,532321,540,0.2309143407917384,-0.4481052127217102,0.08175774314988658,0.12744042099076297 to 0.24979337615581473
Whirlpool Of India Ltd.,500238,540,0.22643048961937717,-0.3022610466958441,0.14034771072585223,0.15798937282317177 to 0.25820949047599057
Equitas Holdings Ltd.,539844,540,0.2145617473232812,0.2145617473232812,0.0912526426884998,0.2145617473232812 to 0.2341410737863928
Mahindra Lifespace Developers Ltd.,532313,540,0.20912343264248706,-0.6922129813432107,0.12571558547743258,0.06436547786430498 to 0.23541350741418776
Gujarat State Fertilizers & Chemicals Ltd.,500690,540,0.20465719290657441,-0.49675168828255784,0.13933771057061003,0.10299338681106447 to 0.23317365761798417
PTC India Ltd.,532524,540,0.20180429652173912,-0.43982680820015096,0.13506744938998178,0.11304535690150577 to 0.22906148812886998
Hindustan Unilever Ltd.,500696,540,0.2011332126929674,-0.1623997834833043,0.02698101014132821,0.16846922250032811 to 0.20655998994439428
Astrazeneca Pharma India Ltd.,506820,540,0.1926065498281787,-0.6778892123402223,0.1926065498281787,0.062040647473586875 to 0.1926065498281787
Vinati Organics Ltd.,524200,540,0.1914488547120419,-0.5820115765228214,0.1914488547120419,0.0800234049575978 to 0.1914488547120419
Ajanta Pharma Ltd.,532331,540,0.18708345094664378,-0.3493440577689477,0.35142388819569836,0.12172695905152535 to 0.25282904469538253
Cipla Ltd.,500087,540,0.1857147337328767,-0.4323316634790495,0.18311069374341155,0.10542437396557337 to 0.21972108746507668
V-Mart Retail Ltd.,534976,540,0.18077783165829148,-0.039451396447485576,0.21647869378412832,0.1736458937526234 to 0.21991238052080544
Westlife Development Ltd.,505533,540,0.17494292857142854,-0.16435244464562093,0.064412861476828,0.14619063058725001 to 0.1862115031958506
Tata Chemicals Ltd.,500770,540,0.1731022559031001,-0.20204552834994988,0.20136535178770198,0.13812771915059002 to 0.20795905255827268
Bharti Airtel Ltd.,532454,540,0.1665426651735132,-0.2892521868133057,0.0747764485266355,0.11836983507435833 to 0.17899613420334912
Havells India Ltd.,517354,540,0.16625133018867927,-0.22988698397197666,0.1974429020295174,0.12803231331027456 to 0.19907647528739963
Larsen & Toubro Ltd.,500510,540,0.16595230308219178,-0.40495688696221754,0.07213324543943866,0.09874877504181698 to 0.17792298129165962
Titan Company Ltd.,500114,540,0.1646148027444254,-0.36366542029971194,0.07353732384649013,0.10475009131681975 to 0.17672013480376828
