Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-10-17,834.4,INVEST,0,119.0,0.0
2020-02-10,1534.3,EXIT,182581.69999999998,0.0,0.8258169999999998
2020-03-19,1078.25,INVEST,0,169.0,0.0
2020-03-20,1250.75,EXIT,211376.75,0.0,0.15771049343937546
2020-04-03,1155.8,INVEST,0,182.0,0.0
2020-04-09,1405.75,EXIT,255846.5,0.0,0.2103814634296345
2020-04-16,1401.95,INVEST,0,182.0,0.0
2020-04-20,1543.65,EXIT,280944.3,0.0,0.09809710119153472
2020-04-21,1462.9,INVEST,0,192.0,0.0
2020-04-22,1749.9,EXIT,335980.80000000005,0.0,0.19589826168389984
2020-04-24,1655.15,INVEST,0,202.0,0.0
2020-04-27,1928.95,EXIT,389647.9,0.0,0.15973263948416092
