Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-07,536.85,INVEST,0,186.0,0.0
2020-04-17,802.75,EXIT,149311.5,0.0,0.493115
2020-04-23,641.45,INVEST,0,232.0,0.0
2020-05-11,736.8,EXIT,170937.59999999998,0.0,0.14483881013853572
2020-05-26,538.2,INVEST,0,317.0,0.0
2020-08-28,772.1,EXIT,244755.7,0.0,0.4318423799093941
2020-09-30,619.45,INVEST,0,395.0,0.0
2020-12-18,1027.55,EXIT,405882.25,0.0,0.6583158226754269
2021-01-05,1114.9,INVEST,0,364.0,0.0
2021-02-03,1464.85,EXIT,533205.4,0.0,0.313694796951579
