Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-05-14,3038.65,INVEST,0,32.0,0.0
2018-06-21,2918.8,EXIT,93401.6,0.0,-0.06598399999999995
2018-07-20,2497.9,INVEST,0,37.0,0.0
2019-04-25,3451.0,EXIT,127687.0,0.0,0.36707508222557206
2019-05-30,3476.0,INVEST,0,36.0,0.0
2020-03-17,3571.2,EXIT,128563.2,0.0,0.00686209246046972
2020-03-25,2600.65,INVEST,0,49.0,0.0
2020-07-21,3245.6,EXIT,159034.4,0.0,0.2370133910792513
2020-08-03,3238.25,INVEST,0,49.0,0.0
2020-09-23,3519.4,EXIT,172450.6,0.0,0.0843603648015776
2021-03-15,3478.45,INVEST,0,49.0,0.0
2021-04-07,3374.45,-,165348.05,0.0,-0.04118599761322963
