Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-05-24,17.9,INVEST,0,5586.0,0.0
2018-08-27,19.85,EXIT,110882.1,0.0,0.10882100000000006
2018-11-02,18.45,INVEST,0,6009.0,0.0
2019-05-14,17.9,EXIT,107561.09999999999,0.0,-0.029950731452597076
2019-06-10,17.25,INVEST,0,6235.0,0.0
2020-04-23,14.05,EXIT,87601.75,0.0,-0.1855629033172773
2020-05-29,10.98,INVEST,0,7978.0,0.0
2021-03-24,11.9,EXIT,94938.2,0.0,0.08374775618066987
2021-03-31,10.99,INVEST,0,8638.0,0.0
2021-04-07,11.37,-,98214.06,0.0,0.034505183371919844
