Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-12-13,356.05,INVEST,0,280.0,0.0
2019-01-17,388.35,EXIT,108738.0,0.0,0.08738
2019-05-06,329.8,INVEST,0,329.0,0.0
2019-10-18,264.2,EXIT,86921.8,0.0,-0.2006308742114072
2020-04-16,142.45,INVEST,0,610.0,0.0
2020-04-20,167.55,EXIT,102205.5,0.0,0.17583276002107637
2020-05-29,132.35,INVEST,0,772.0,0.0
2021-02-11,264.2,EXIT,203962.4,0.0,0.99561080372387
2021-02-17,240.9,INVEST,0,846.0,0.0
2021-04-07,270.05,-,228462.30000000002,0.0,0.12011968872694194
