Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-07-20,155.3,INVEST,0,643.0,0.0
2018-08-23,184.4,EXIT,118569.2,0.0,0.18569199999999997
2018-10-09,123.95,INVEST,0,956.0,0.0
2018-10-24,126.6,EXIT,121029.59999999999,0.0,0.02075075145990691
2018-10-25,116.95,INVEST,0,1034.0,0.0
2019-04-11,147.05,EXIT,152049.7,0.0,0.25630176419652734
2019-05-17,117.2,INVEST,0,1297.0,0.0
2020-03-11,97.35,EXIT,126262.95,0.0,-0.16959421820628395
2020-03-19,58.2,INVEST,0,2169.0,0.0
2020-03-20,59.55,EXIT,129163.95,0.0,0.022975861089892167
2020-03-23,48.6,INVEST,0,2657.0,0.0
2021-04-07,98.3,-,261183.1,0.0,1.0221052391166423
