Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-02-03,1071.3,INVEST,0,93.0,0.0
2020-03-11,908.25,EXIT,84467.25,0.0,-0.1553275
2020-03-19,657.15,INVEST,0,128.0,0.0
2020-03-20,711.85,EXIT,91116.8,0.0,0.07872341055261066
2020-03-24,570.25,INVEST,0,159.0,0.0
2020-03-27,687.55,EXIT,109320.45,0.0,0.19978368423825238
2020-04-03,607.1,INVEST,0,180.0,0.0
2020-06-03,833.3,EXIT,149994.0,0.0,0.3720580184219879
2020-08-26,849.95,INVEST,0,176.0,0.0
2020-11-02,1139.35,EXIT,200525.59999999998,0.0,0.3368908089656918
2020-11-05,911.55,INVEST,0,219.0,0.0
2020-12-18,1376.3,EXIT,301409.7,0.0,0.503098357516447
2020-12-22,1274.55,INVEST,0,236.0,0.0
2021-04-07,1369.3,-,323154.8,0.0,0.07214465891442769
