Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-23,579.5,INVEST,0,172.0,0.0
2018-11-16,686.55,EXIT,118086.59999999999,0.0,0.18086599999999992
2019-10-30,577.85,INVEST,0,204.0,0.0
2019-11-13,579.85,EXIT,118289.40000000001,0.0,0.0017173836828227546
2019-11-15,573.75,INVEST,0,206.0,0.0
2019-11-29,609.15,EXIT,125484.9,0.0,0.06082962632323763
2019-12-20,598.95,INVEST,0,209.0,0.0
2020-02-24,641.6,EXIT,134094.4,0.0,0.06860984867501986
2020-03-19,394.0,INVEST,0,340.0,0.0
2020-03-20,394.1,EXIT,133994.0,0.0,-0.0007487262704482378
2020-03-23,327.25,INVEST,0,409.0,0.0
2020-04-23,428.55,EXIT,175276.95,0.0,0.3080955117393317
2020-11-27,537.7,INVEST,0,325.0,0.0
2021-04-07,868.8,-,282360.0,0.0,0.6109362925358981
