Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-05-07,289.4,INVEST,0,345.0,0.0
2018-06-22,300.85,EXIT,103793.25000000001,0.0,0.03793250000000015
2018-10-26,315.05,INVEST,0,329.0,0.0
2019-01-25,357.1,EXIT,117485.90000000001,0.0,0.13192235525913287
2019-09-19,386.55,INVEST,0,303.0,0.0
2019-09-27,449.15,EXIT,136092.44999999998,0.0,0.15837262173588468
2020-04-03,286.5,INVEST,0,475.0,0.0
2020-04-20,361.5,EXIT,171712.5,0.0,0.261734210825068
2020-04-22,336.1,INVEST,0,510.0,0.0
2020-04-30,379.9,EXIT,193749.0,0.0,0.128333697313824
2020-05-05,330.85,INVEST,0,585.0,0.0
2020-11-18,497.45,EXIT,291008.25,0.0,0.5019858167009894
2021-01-29,537.0,INVEST,0,541.0,0.0
2021-04-07,577.55,-,312454.55,0.0,0.07369653609476703
