Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-04-24,1065.5,INVEST,0,93.0,0.0
2018-10-24,645.2,EXIT,60003.600000000006,0.0,-0.39996399999999993
2018-10-25,620.25,INVEST,0,96.0,0.0
2018-11-06,749.75,EXIT,71976.0,0.0,0.1995280283183008
2019-05-03,759.3,INVEST,0,94.0,0.0
2020-03-11,412.8,EXIT,38803.200000000004,0.0,-0.46088696232077353
2020-06-04,263.3,INVEST,0,147.0,0.0
2020-09-18,282.6,EXIT,41542.200000000004,0.0,0.07058696190004947
2020-09-28,267.9,INVEST,0,155.0,0.0
2020-12-18,354.75,EXIT,54986.25,0.0,0.32362392940190926
2020-12-22,325.75,INVEST,0,168.0,0.0
2021-04-07,362.75,-,60942.0,0.0,0.10831344199686285
