Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-10-15,118.0,INVEST,0,847.0,0.0
2020-03-17,98.16,EXIT,83141.52,0.0,-0.16858479999999995
2020-04-09,75.01,INVEST,0,1108.0,0.0
2020-04-20,86.09,EXIT,95387.72,0.0,0.14729343413495444
2020-05-29,84.41000000000001,INVEST,0,1130.0,0.0
2020-06-24,99.57,EXIT,112514.09999999999,0.0,0.17954491416714846
2020-06-25,96.92000000000002,INVEST,0,1160.0,0.0
2020-09-18,108.49,EXIT,125848.4,0.0,0.11851225757482843
2020-10-21,100.24,INVEST,0,1255.0,0.0
2021-01-22,120.05,EXIT,150662.75,0.0,0.19717652349970288
2021-02-01,118.55,INVEST,0,1270.0,0.0
2021-02-05,135.51,EXIT,172097.69999999998,0.0,0.1422710656748266
