Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-23,741.25,INVEST,0,134.0,0.0
2018-10-24,816.75,EXIT,109444.5,0.0,0.094445
2018-10-25,701.0,INVEST,0,156.0,0.0
2019-12-11,1105.65,EXIT,172481.40000000002,0.0,0.5759713827556435
2020-03-19,941.7,INVEST,0,183.0,0.0
2020-03-20,1041.35,EXIT,190567.05,0.0,0.10485565400095292
2020-03-24,865.3,INVEST,0,220.0,0.0
2020-03-31,1130.5,EXIT,248710.0,0.0,0.30510494862569376
2020-04-22,990.2,INVEST,0,251.0,0.0
2020-04-28,1093.15,EXIT,274380.65,0.0,0.10321519038237315
