Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-08-13,127.95,INVEST,0,781.0,0.0
2019-08-30,132.8,EXIT,103716.8,0.0,0.03716800000000003
2020-07-01,49.7,INVEST,0,2086.0,0.0
2021-04-07,71.9,-,149983.40000000002,0.0,0.44608588001172444
