Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-12-03,98.95,INVEST,0,1010.0,0.0
2019-08-28,109.925,EXIT,111024.25,0.0,0.1102425
2019-11-01,116.35,INVEST,0,954.0,0.0
2019-11-04,131.175,EXIT,125140.95000000001,0.0,0.1271496992774102
2020-05-12,92.175,INVEST,0,1357.0,0.0
2020-06-08,99.05,EXIT,134410.85,0.0,0.0740756722719461
2020-08-07,101.75,INVEST,0,1320.0,0.0
2020-08-28,135.55,EXIT,178926.00000000003,0.0,0.3311871772256482
2020-10-20,123.05,INVEST,0,1454.0,0.0
2021-02-04,227.2,EXIT,330348.8,0.0,0.8462872919530976
2021-04-05,208.25,INVEST,0,1586.0,0.0
2021-04-07,215.4,-,341624.4,0.0,0.03413240792762085
