Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-05-08,131.25,INVEST,0,761.0,0.0
2019-06-21,139.95,EXIT,106501.95,0.0,0.06501949999999997
2019-06-26,140.5,INVEST,0,758.0,0.0
2019-07-09,139.65,EXIT,105854.7,0.0,-0.006077353513245533
2019-11-18,133.6,INVEST,0,792.0,0.0
2019-12-05,135.35,EXIT,107197.2,0.0,0.012682478907407984
2020-10-13,107.3,INVEST,0,999.0,0.0
2021-04-01,147.25,EXIT,147102.75,0.0,0.37226298821237874
2021-04-06,143.25,INVEST,0,1026.0,0.0
2021-04-07,149.25,-,153130.5,0.0,0.04097646033129904
