Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-23,266.25,INVEST,0,375.0,0.0
2018-12-03,322.8,EXIT,121050.0,0.0,0.2105
2019-01-07,318.2,INVEST,0,380.0,0.0
2019-02-01,325.4,EXIT,123651.99999999999,0.0,0.021495249896736766
2019-05-30,300.4,INVEST,0,411.0,0.0
2019-05-31,330.55,EXIT,135856.05000000002,0.0,0.09869674570569044
2019-09-19,366.05,INVEST,0,371.0,0.0
2019-09-23,435.8,EXIT,161681.80000000002,0.0,0.19009642927201253
2020-03-19,402.8,INVEST,0,401.0,0.0
2020-03-20,452.15,EXIT,181312.15,0.0,0.1214134800577429
