Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-30,7134.85,INVEST,0,14.0,0.0
2019-02-08,8062.4,EXIT,112873.59999999999,0.0,0.1287359999999999
2019-08-07,8599.7,INVEST,0,13.0,0.0
2020-03-11,14666.75,EXIT,190667.75,0.0,0.6892147499503871
2020-03-12,13886.45,INVEST,0,13.0,0.0
2020-03-18,14161.9,EXIT,184104.69999999998,0.0,-0.03442139533298116
2020-03-19,13262.95,INVEST,0,13.0,0.0
2020-03-20,14791.75,EXIT,192292.75,0.0,0.044474964517473035
2020-07-22,14936.35,INVEST,0,12.0,0.0
2021-04-07,15315.6,-,183787.2,0.0,-0.04423229684946514
