Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-28,43.05,INVEST,0,2322.0,0.0
2020-06-24,49.35,EXIT,114590.7,0.0,0.14590699999999998
2020-08-14,50.25,INVEST,0,2280.0,0.0
2020-10-05,52.8,EXIT,120384.0,0.0,0.05055645877021436
2020-12-10,53.9,INVEST,0,2233.0,0.0
2020-12-18,55.45,EXIT,123819.85,0.0,0.028540752923976658
2020-12-21,51.8,INVEST,0,2390.0,0.0
2021-02-10,57.8,EXIT,138142.0,0.0,0.11566925658527283
2021-03-26,49.1,INVEST,0,2813.0,0.0
2021-04-01,50.75,EXIT,142759.75,0.0,0.03342756004690826
