Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-03-30,4325.4,INVEST,0,23.0,0.0
2020-03-31,4898.2,EXIT,112658.59999999999,0.0,0.12658599999999992
2020-04-08,4778.05,INVEST,0,23.0,0.0
2020-04-09,5210.2,EXIT,119834.59999999999,0.0,0.06369686823731167
2020-05-29,4635.9,INVEST,0,25.0,0.0
2020-06-24,5310.1,EXIT,132752.5,0.0,0.10779774789584987
2020-06-25,5145.95,INVEST,0,25.0,0.0
2020-06-26,5652.05,EXIT,141301.25,0.0,0.06439615073162464
2020-07-30,5343.8,INVEST,0,26.0,0.0
2020-07-31,5804.7,EXIT,150922.19999999998,0.0,0.06808821578011505
2021-02-09,5919.55,INVEST,0,25.0,0.0
2021-02-24,7024.45,EXIT,175611.25,0.0,0.16358792808480144
