Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-07-31,1848.4,INVEST,0,54.0,0.0
2020-08-03,1910.3,EXIT,103156.2,0.0,0.03156199999999997
2020-08-04,1879.1,INVEST,0,54.0,0.0
2020-08-13,2159.25,EXIT,116599.5,0.0,0.13031984505051566
2020-09-11,2178.7,INVEST,0,53.0,0.0
2020-09-14,2439.35,EXIT,129285.54999999999,0.0,0.10880020926333293
2021-02-03,2710.45,INVEST,0,47.0,0.0
2021-02-09,3580.9,EXIT,168302.30000000002,0.0,0.30178740006133736
2021-02-23,3099.5,INVEST,0,54.0,0.0
2021-04-07,3683.5,-,198909.0,0.0,0.18185550643098744
