Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-08-21,87.0,INVEST,0,1149.0,0.0
2018-11-14,126.25,EXIT,145061.25,0.0,0.4506125
2019-08-30,152.7,INVEST,0,949.0,0.0
2019-11-21,196.0,EXIT,186004.0,0.0,0.28224456910443
2020-03-23,158.5,INVEST,0,1173.0,0.0
2020-03-31,171.15,EXIT,200758.95,0.0,0.0793259822369412
2020-04-16,120.8,INVEST,0,1661.0,0.0
2020-04-30,151.75,EXIT,252056.75,0.0,0.2555193678787421
2020-07-28,159.1,INVEST,0,1584.0,0.0
2021-04-07,390.8,-,619027.2000000001,0.0,1.4559040771572278
