Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-09,369.9,INVEST,0,270.0,0.0
2018-10-10,406.1,EXIT,109647.0,0.0,0.09647
2018-10-23,373.2,INVEST,0,293.0,0.0
2019-02-01,416.7,EXIT,122093.09999999999,0.0,0.11351062956578832
2019-05-17,379.65,INVEST,0,321.0,0.0
2019-07-23,340.15,EXIT,109188.15,0.0,-0.10569761927578215
2019-07-30,297.5,INVEST,0,367.0,0.0
2019-10-15,316.35,EXIT,116100.45000000001,0.0,0.06330632032871715
2019-10-18,319.4,INVEST,0,363.0,0.0
2020-03-11,323.85,EXIT,117557.55,0.0,0.012550338952174528
2020-07-06,182.75,INVEST,0,643.0,0.0
2020-07-13,203.95,EXIT,131139.85,0.0,0.11553745378327468
2020-11-17,145.35,INVEST,0,902.0,0.0
2020-11-18,156.5,EXIT,141163.0,0.0,0.07643100095051195
2021-03-18,202.05,INVEST,0,698.0,0.0
2021-04-07,197.7,-,137994.6,0.0,-0.022444974958027202
