Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Laurus Labs Ltd.,540222,90,0.34043076497890296,-0.2510943688849738,0.046506641292608106,0.2549505168974965 to 0.35626305645074496
Tube Investments Of India Ltd.,540762,90,0.15298255029585797,-0.36396482405550507,0.037078462554208734,0.09730228329386356 to 0.15865490805845028
Endurance Technologies Ltd.,540153,90,0.12936727822580646,-0.3072919241486829,0.20790245037217972,0.08961375837792039 to 0.15626305236693117
Alok Industries Ltd.,521070,90,0.11512487794871797,-0.5712005405338418,0.17761605991609908,0.04936548543551769 to 0.13557290516829107
Equitas Holdings Ltd.,539844,90,0.11152136619718311,-0.13549352338449666,0.3378683852164567,0.09641094335847407 to 0.14920091011135853
Affle (India) Ltd.,542752,90,0.10996368867924528,-0.2407800122036165,0.13058266090879533,0.08348663037710191 to 0.12432303975032749
Adani Green Energy Ltd.,541450,90,0.1006164137931034,0.1006164137931034,1.0796578989293437,0.1006164137931034 to 0.20924771970677083
TCI Express Ltd.,540212,90,0.09763676483050847,-0.344488708903062,0.09763676483050847,0.06400200177257472 to 0.09763676483050847
Minda Industries Ltd.,532539,90,0.09617901506143478,-0.15672010041814222,0.08518489864426905,0.0811058301628887 to 0.10437201471114874
Lemon Tree Hotels Ltd.,541233,90,0.08854329999999999,-0.1271277513764354,0.08854329999999999,0.07728698937155086 to 0.08854329999999999
Indus Towers Ltd.,534816,90,0.08213518333333332,-0.20551845378928799,0.12808142718593757,0.06525488745296695 to 0.0926551748368453
PNC Infratech Ltd.,539150,90,0.08197367159763312,-0.22725151432018795,0.17377666455162719,0.06334503059268522 to 0.09621878282892027
RBL Bank Ltd.,540065,90,0.07566884934397416,-0.16409207059350955,0.2487279051161186,0.06325219117569311 to 0.09448980372384805
Advanced Enzyme Technologies Ltd.,540025,90,0.07512750383141761,-0.15649025299696842,0.1044530329117267,0.06337078174980836 to 0.08297479946169654
HEG Ltd.,509631,90,0.0734455226744186,-0.7375940380311504,0.06785989034344478,0.019272543029685767 to 0.07842952778932165
Dishman Carbogen Amcis Ltd.,540701,90,0.07236414130434783,-0.28246126356382767,0.07236414130434783,0.05192407451481037 to 0.07236414130434783
TeamLease Services Ltd.,539658,90,0.06898622909698995,-0.15485619417067775,0.02371563648616245,0.05830328420884362 to 0.07062228142880529
IRB Infrastructure Developers Ltd.,532947,90,0.06690159216867468,-0.413676251358526,0.21277018173032664,0.03922599231042043 to 0.0811362560924518
Hindustan Aeronautics Ltd.,541154,90,0.06517353191489358,-0.007371660511782501,0.10237418564206353,0.06469309476326317 to 0.07184561917009785
Vakrangee Ltd.,511431,90,0.064397,-0.4194438211355117,0.3322158575355622,0.03738607625033645 to 0.08579070457771759
Edelweiss Financial Services Ltd.,532922,90,0.06086558653846154,-0.4376181561431099,0.0631124365568021,0.034229700784931115 to 0.06470696200736274
L&T Technology Services Ltd.,540115,90,0.060742835968379455,-0.14883335541252085,0.25849175564587534,0.05170227587393318 to 0.0764443582807553
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,500645,90,0.05935576851851851,-0.253113738541197,0.20224257323238537,0.044332008044810405 to 0.0713600318798895
Ircon International Ltd.,541956,90,0.059232268181818155,-0.0520685048000279,0.11488472375201572,0.05614813254167662 to 0.06603715094909164
Sheela Foam Ltd.,540203,90,0.05892538043478263,-0.2776669823282351,0.13900109109578895,0.04256374786691331 to 0.06711607260845188
Procter & Gamble Health Ltd.,500126,90,0.05560267032332564,-0.13343133961350878,0.13225676268688577,0.04818353153599601 to 0.06295649949703486
V-Mart Retail Ltd.,534976,90,0.051946743723849366,0.051946743723849366,0.4912601147414689,0.051946743723849366 to 0.07746610700607327
Alkyl Amines Chemicals Ltd.,506767,90,0.05080775278810409,-0.165454049512048,0.10592562894406381,0.042401404342705215 to 0.05618959595741852
Schneider Electric Infrastructure Ltd.,534139,90,0.04718309493670885,-0.1502493635102758,0.11839340687863234,0.04009386495402343 to 0.052769262293343756
Aavas Financiers Ltd.,541988,90,0.04499396226415095,0.04499396226415095,0.24762761583161363,0.04499396226415095 to 0.056135709866440245
L&T Finance Holdings Ltd.,533519,90,0.04469071575342466,-0.11029819964943176,0.19995687353690256,0.039761410264777426 to 0.05362693155160586
Phillips Carbon Black Ltd.,506590,90,0.0433023480836237,-0.1542545935778352,0.1651500773264747,0.03662276197901838 to 0.05045373421805208
India Tourism Devp. Corpn. Ltd.,532189,90,0.04237263647058824,-0.44595539207803125,0.1873181051633479,0.023476330759967176 to 0.0503097984450342
Aegis Logistics Ltd.,500003,90,0.04205288901734104,-0.042972342884066775,0.30382909774423456,0.040245777851222256 to 0.0548297803450182
TVS Srichakra Ltd.,509243,90,0.041552382109004735,-0.09255717981113266,0.2398182739975295,0.03770641080656069 to 0.05151740266687207
Tata Chemicals Ltd.,500770,90,0.0408731935483871,-0.2350453241443287,0.23451277070465093,0.03126614052199257 to 0.05045847941496682
Jubilant FoodWorks Ltd.,533155,90,0.040689363700564966,-0.21153376045657749,0.11541821738547155,0.0320821895863991 to 0.04538565752543329
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670,90,0.039173634727061556,-0.1372990617938399,0.09074970937666066,0.03379513143198142 to 0.04272863069376986
Trident Ltd.,521064,90,0.0376138243544601,-0.3170509338706622,0.21646968190923194,0.025688326216431467 to 0.0457560769478598
Narayana Hrudayalaya Ltd.,539551,90,0.03752938741721854,-0.14213683409072458,0.04222475434194288,0.032195079104370826 to 0.0391140565815142
Karnataka Bank Ltd.,532652,90,0.03486728720930232,-0.24234257079861654,0.10074947613332169,0.026417459190226276 to 0.038380148129829594
Adani Enterprises Ltd.,512599,90,0.03361913106235565,-0.2515751055860347,0.08673534482498033,0.02516139461563279 to 0.036535097987765275
Punjab National Bank,532461,90,0.031341186705202306,-0.1208459993603175,0.10654002549437436,0.027553729676673838 to 0.03468027753579851
Tasty Bite Eatables Ltd.,519091,90,0.03027692410714286,-0.25361840633804084,0.41404628011531797,0.02259813886627148 to 0.04281297190703916
Tata Power Co. Ltd.,500400,90,0.029889243071593533,-0.18566598459254913,0.15561496762682894,0.024339827327980092 to 0.034540456664569986
Dish TV India Ltd.,532839,90,0.029822054759106934,-0.14007539166083752,0.4568193350632029,0.025644718758594087 to 0.04344534598438059
Trent Ltd.,500251,90,0.028371735903337164,-0.16567315846610167,0.16059281065545447,0.0236713008050652 to 0.032928032715228345
Tata Metaliks Ltd.,513434,90,0.027844777325581393,-0.11790697942381564,0.12916780244362513,0.024561683738393337 to 0.03144142602225882
Dalmia Bharat Ltd.,542216,90,0.027746063829787233,-0.22456957614486062,0.027746063829787233,0.021515142035843666 to 0.027746063829787233
Spicejet Ltd.,500285,90,0.02737679894490036,-0.5400142390043068,0.27915154240994533,0.012592937696296084 to 0.03501907459661626
Indian Energy Exchange Ltd.,540750,90,0.027351204678362575,0.027351204678362575,0.08166314094787151,0.027351204678362575 to 0.02958478996110578
Prism Johnson Ltd.,500338,90,0.027214371362048892,-0.21421877782898407,0.14349425571399277,0.021384541989486673 to 0.031119477325370293
Jindal Stainless Ltd.,532508,90,0.025453939534883722,-0.24292316569517663,0.059680694040334714,0.019270587963656154 to 0.026973048312386297
Sunteck Realty Ltd.,512179,90,0.025031438372093026,-0.2505610442512149,0.1510091149219869,0.018759535034471465 to 0.028811413725887056
Gujarat State Fertilizers & Chemicals Ltd.,500690,90,0.024646039306358385,-0.26524458039244175,0.13933771057061003,0.01810881095220773 to 0.028080161997939626
Heidelberg Cement India Ltd.,500292,90,0.02333353088578088,-0.21231123349750886,0.12032475454800522,0.018379560161568522 to 0.026141132262350767
NCC Ltd.,500294,90,0.023297919091967403,-0.15986154029093252,0.22803259513754043,0.019573477860351973 to 0.028610604043813177
Axis Bank Ltd.,532215,90,0.02291084597701149,-0.07500836224362721,0.10207167649273952,0.021192340942659864 to 0.025249394435751995
Prestige Estates Projects Ltd.,533274,90,0.022836265432098754,-0.09252298508216959,0.19694510870763005,0.020723385986192215 to 0.027333756210099733
Minda Corporation Ltd.,538962,90,0.022717666666666657,-0.11463166457616486,0.022717666666666657,0.0201135027213802 to 0.022717666666666657
Container Corpn. Of India Ltd.,531344,90,0.02220805235903337,-0.08471318127975107,0.08845592131996464,0.020326737593672376 to 0.024172486091173683
Canara Bank,532483,90,0.022139789595375724,-0.15730702140776115,0.1370393367177545,0.018657045239532627 to 0.025173811676596655
Hindustan Unilever Ltd.,500696,90,0.02194536494252873,-0.07756475191128794,0.0844162958891706,0.020243178155158813 to 0.023797911362913066
Welspun India Ltd.,514162,90,0.0212379616745283,-0.24982419262848818,0.13512372505491735,0.015932205046114492 to 0.024107714168564134
Wockhardt Ltd.,532300,90,0.020986542196531795,-0.18641559107191058,0.20031208824510655,0.017074323528409728 to 0.025190400288963126
Vodafone Idea Ltd.,532822,90,0.020730786613511566,-0.1314261098747622,0.09704551598498483,0.018006219974253945 to 0.02274261649719441
Mahanagar Gas Ltd.,539957,90,0.020405784386617092,-0.07599408624435618,0.058741180422310385,0.018855065448056776 to 0.02160444424893013
Kajaria Ceramics Ltd.,500233,90,0.019400947916666668,-0.14956963398645148,0.14565893727496199,0.016499155237780627 to 0.02222686937233522
