Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-02-21,208.75,INVEST,0,479.0,0.0
2019-04-30,195.0,EXIT,93405.0,0.0,-0.06595
2020-11-02,473.9,INVEST,0,197.0,0.0
2021-04-07,902.35,-,177762.95,0.0,0.9031416947700874
