Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Adani Power Ltd.,533096,720,2.0300269999999996,-0.5238259386591269,2.0300269999999996,0.9666462012216285 to 2.0300269999999996
Bajaj Finance Ltd.,500034,720,1.4466663287671233,-0.11048010900075052,0.5388386093461585,1.286838475077216 to 2.2261860015479127
Kei Industries Ltd.,517569,720,1.394452801932367,1.394452801932367,24.783521284022047,1.394452801932367 to 35.953903498187366
Sterlite Technologies Ltd.,532374,720,1.2558372272727274,1.2558372272727274,3.5325691498569585,1.2558372272727274 to 5.692169073578266
Honeywell Automation India Ltd.,517174,720,1.1678634374999999,-0.28853689674289734,0.29077453166994355,0.8308917454242573 to 1.5074483815935127
MindTree Ltd.,532819,720,1.0960788738738736,-0.5152094642427868,0.41476826470398187,0.5313686644974781 to 1.5506976063692348
Godrej Consumer Products Ltd.,532424,720,1.0784400000000003,1.0784400000000003,1.3180211833422697,1.0784400000000003 to 2.499846764963638
Aarti Industries Ltd.,524208,720,0.9451797166666666,0.9451797166666666,1.3671382674994244,0.9451797166666666 to 2.2373710769859296
Titan Company Ltd.,500114,720,0.934905665158371,-0.7964603698722849,0.934905665158371,0.19029035329064034 to 0.934905665158371
Info Edge (India) Ltd.,532777,720,0.8752086728110599,-0.3162221248518137,0.19901993009873808,0.5984483266060107 to 1.0493926416957262
GMM Pfaudler Ltd.,505255,720,0.8643103181818181,0.8643103181818181,6.38330991924689,0.8643103181818181 to 6.381470945539253
Godrej Properties Ltd.,533150,720,0.714469103773585,-0.25764428648143767,0.05190198990647683,0.5303902213188074 to 0.751551471986131
Jai Corp Ltd.,512237,720,0.7122760733944954,0.7122760733944954,0.716904009264993,0.7122760733944954 to 1.2229096461145355
Bombay Burmah Trdg. Corpn. Ltd.,501425,720,0.6995285068181818,0.6995285068181818,4.313019303774509,0.6995285068181818 to 3.7166084602655585
JTEKT India Ltd.,520057,720,0.6728672902439025,-0.07122866724298217,1.8005135026063013,0.6249398499284324 to 1.8843739317901618
JSW Steel Ltd.,500228,720,0.6668038705357142,0.6668038705357142,5.840132562960919,0.6668038705357142 to 4.561026867959716
Maharashtra Scooters Ltd.,500266,720,0.6620335434782608,-0.05690573858310808,0.8006848436879638,0.6243600357198382 to 1.192113767754341
Abbott India Ltd.,500488,720,0.6045941386363637,-0.041331522647425775,0.6709770230336853,0.5796053423028139 to 1.0102629139222061
Tech Mahindra Ltd.,532755,720,0.5969382184684685,0.5969382184684685,1.8423961029700138,0.5969382184684685 to 1.6967348658886376
Poly Medicure Ltd.,531768,720,0.5960199672897196,0.5960199672897196,5.724037765929726,0.5960199672897196 to 4.007660769304275
Bajaj Finserv Ltd.,532978,720,0.5942717969696969,0.5942717969696969,2.354447081376741,0.5942717969696969 to 1.993453294889511
Nestle India Ltd.,500790,720,0.581881402714932,-0.08316295502756643,0.06153671674016802,0.5334904257895728 to 0.6176884737701724
Tata Elxsi Ltd.,500408,720,0.5455273659090909,-0.24894071815343627,2.489587114646019,0.40972339166732946 to 1.9036652667631475
Tasty Bite Eatables Ltd.,519091,720,0.5332200274390243,0.5332200274390243,6.285326523178502,0.5332200274390243 to 3.884682008591492
Hindustan Petroleum Corpn. Ltd.,500104,720,0.5283480090909091,0.5283480090909091,3.187674783873223,0.5283480090909091 to 2.2125496347796205
Dabur India Ltd.,500096,720,0.51745955,-0.03608927082169921,0.2804695941914723,0.49878481216077536 to 0.6625912199990018
NOCIL Ltd.,500730,720,0.4966873201970443,0.4966873201970443,2.414672861705171,0.4966873201970443 to 1.696024713029914
Biocon Ltd.,532523,720,0.47380132117740636,-0.31595845805353967,1.5232512691896425,0.3240997863144631 to 1.19551978500462
Glaxosmithkline Pharmaceuticals Ltd.,500660,720,0.4471932598281922,-0.1632688908303667,0.2552039158357666,0.3741805123092273 to 0.5613187308717082
Avanti Feeds Ltd.,512573,720,0.4459540518134713,0.4459540518134713,14.208209232364077,0.4459540518134713 to 6.782162527999802
