Company,Average Returns %
532374-Sterlite Technologies Ltd.,0.4613705821923252
540203-Sheela Foam Ltd.,0.45871542893725986
500257-Lupin Ltd.,0.45806116577210837
500387-Shree Cement Ltd.,0.45598128852198283
500247-Kotak Mahindra Bank Ltd.,0.4511554999999999
500325-Reliance Industries Ltd.,0.45061
500163-Godfrey Phillips India Ltd.,0.4498451388555224
523610-ITI Ltd.,0.4480619230345256
506590-Phillips Carbon Black Ltd.,0.44684409431947403
532281-HCL Technologies Ltd.,0.4464493095242857
500148-UFLEX Ltd.,0.4440555527106663
541557-Fine Organic Industries Ltd.,0.4391
532978-Bajaj Finserv Ltd.,0.4365282694792716
509631-HEG Ltd.,0.4364733562022504
540935-Galaxy Surfactants Ltd.,0.43463300000000016
531768-Poly Medicure Ltd.,0.41859584738504374
532454-Bharti Airtel Ltd.,0.417124987070697
509243-TVS Srichakra Ltd.,0.4116387565946279
505355-Nesco Ltd.,0.4092674002485144
539448-Interglobe Aviation Ltd.,0.4072573990290075
532898-Power Grid Corporation of India Ltd.,0.4039280000000002
533248-Gujarat Pipavav Port Ltd,0.40002718093578116
500820-Asian Paints Ltd.,0.39265450000000013
512529-Sequent Scientific Ltd.,0.388050524527669
539874-Ujjivan Financial Services Ltd.,0.38225701776291493
500292-Heidelberg Cement India Ltd.,0.38111713881278825
519091-Tasty Bite Eatables Ltd.,0.3802811401907081
511218-Shriram Transport Finance Co. Ltd.,0.3768381143298054
532929-Brigade Enterprises Ltd.,0.37064348717403606
532659-IDFC Ltd.,0.3680919999999998
500378-Jindal Saw Ltd.,0.36550847826086963
500674-Sanofi India Ltd.,0.36430100000000004
524200-Vinati Organics Ltd.,0.3600273884339257
500048-BEML Ltd,0.3573563819113975
532652-Karnataka Bank Ltd.,0.354684597711056
500335-Birla Corporation Ltd.,0.3528731678415662
517334-Motherson Sumi Systems Ltd.,0.3512613315849018
532321-Cadila Healthcare Ltd.,0.3511968753253882
532331-Ajanta Pharma Ltd.,0.34376085303706244
503310-Swan Energy Ltd.,0.3434145774274092
533162-Hathway Cable & Datacom Ltd.,0.3425204987821126
532955-REC Ltd.,0.33816049999999986
500125-EID-Parry (India) Ltd.,0.33108024791261953
500085-Chambal Fertilisers & Chemicals Ltd.,0.3303376831559585
541154-Hindustan Aeronautics Ltd.,0.3279333613585865
532156-Vaibhav Global Ltd.,0.32748449972981103
524230-Rashtriya Chemicals & Fertilizers Ltd.,0.3270024187711182
524742-Caplin Point Laboratories Ltd.,0.3248965876358897
500228-JSW Steel Ltd.,0.3238196676807481
532210-City Union Bank Ltd.,0.3210275
500133-Esab India Ltd.,0.31877597207296066
530005-India Cements Ltd.,0.3142395827184965
533096-Adani Power Ltd.,0.3139607882925965
532725-Solar Industries India Ltd.,0.3131470000000001
506395-Coromandel International Ltd.,0.31143002864994657
533271-Ashoka Buildcon Ltd.,0.31046936060758695
539844-Equitas Holdings Ltd.,0.30917199999999995
500285-Spicejet Ltd.,0.3083960666133074
534816-Indus Towers Ltd.,0.30769421827093335
532301-Tata Coffee Ltd.,0.3069813899124352
511196-Can Fin Homes Ltd.,0.3026430783974491
539871-Thyrocare Technologies Ltd.,0.30163275452961524
523598-Shipping Corpn. Of India Ltd.,0.3001604783924532
500710-Akzo Nobel India Ltd.,0.2977558125090103
533274-Prestige Estates Projects Ltd.,0.2934416703607483
540065-RBL Bank Ltd.,0.2880346599601063
500042-BASF India Ltd.,0.28007692881657764
500410-ACC Ltd.,0.27933555442706903
500034-Bajaj Finance Ltd.,0.27726100141762583
500495-Escorts Ltd.,0.276810666420641
532541-Coforge Ltd.,0.2736034999999999
532805-Redington India Ltd.,0.27287771894413093
500183-HFCL Ltd.,0.26964613034762047
505533-Westlife Development Ltd.,0.26878737772607414
506767-Alkyl Amines Chemicals Ltd.,0.26871067255581044
500411-Thermax Ltd.,0.26863474458148706
500510-Larsen & Toubro Ltd.,0.266522
500251-Trent Ltd.,0.26111322822182714
532313-Mahindra Lifespace Developers Ltd.,0.2602598929474379
532221-Sonata Software Ltd.,0.25947110566645665
534076-Orient Refractories Limited,0.2593305023094688
500087-Cipla Ltd.,0.25829
500002-ABB India Ltd.,0.2562014014622525
532942-KNR Constructions Ltd.,0.2538457914426205
500266-Maharashtra Scooters Ltd.,0.25038024902385847
533150-Godrej Properties Ltd.,0.2462883751082278
507880-VIP Industries Ltd.,0.24514400000000008
509557-Garware Technical Fibres Ltd.,0.24210892070699774
540596-Eris Lifesciences Ltd,0.23688600000000007
532922-Edelweiss Financial Services Ltd.,0.23685800000000004
534091-Multi Commodity Exchange India,0.23671843515293264
500380-JK Lakshmi Cement Ltd.,0.23667581695380377
533229-Bajaj Consumer Care Ltd.,0.23566247565209625
535754-Orient Cement Ltd.,0.23458757131065472
533519-L&T Finance Holdings Ltd.,0.23456144188705172
532525-Bank of Maharashtra,0.23429192398036075
500031-Bajaj Electricals Ltd.,0.23144280256730007
539336-Gujarat Gas Ltd.,0.23022541846863975
524816-Natco Pharma Ltd.,0.22757
506943-JB Chemicals & Pharmaceuticals Ltd.,0.22627635800209028
500106-IFCI Ltd.,0.22408794562024714
533273-Oberoi Realty Ltd.,0.22356294980443156
514162-Welspun India Ltd.,0.22350332264985298
532209-Jammu & Kashmir Bank Ltd.,0.2227248448366393
533398-Muthoot Finance Ltd.,0.2214465194882585
500425-Ambuja Cements Ltd.,0.2203126014834575
522113-Timken India Ltd.,0.2189704487884535
532706-INOX Leisure Ltd.,0.21820664473865295
532388-Indian Overseas Bank,0.2179544433262027
532872-Sun Pharma Advanced Research Company Ltd.,0.2179387582314205
524494-Ipca Laboratories Ltd.,0.21626
532667-Suzlon Energy Ltd.,0.21505969538188482
500126-Procter & Gamble Health Ltd.,0.21492563191413588
502355-Balkrishna Industries Ltd.,0.2137759999999999
500165-Kansai Nerolac Paints Ltd.,0.21366159765186304
532702-Gujarat State Petronet Ltd.,0.2122745458356096
532174-ICICI Bank Ltd.,0.20919418743849885
501301-Tata Investment Corpn. Ltd.,0.20739265871837684
533573-Alembic Pharmaceuticals Ltd.,0.2071680991950915
532921-Adani Ports and Special Economic Zone Ltd.,0.20692423544557675
532885-Central Bank of India,0.20544715455752827
508869-Apollo Hospitals Enterprise Ltd.,0.20444243890146896
500800-Tata Consumer Products Ltd.,0.203095742198453
532509-Suprajit Engineering Ltd.,0.20232062725728886
532498-Shriram City Union Finance Ltd.,0.2005524430965208
500696-Hindustan Unilever Ltd.,0.20048179153655243
531599-FDC Ltd.,0.20028877888259794
532798-Network 18 Media & Investments Ltd.,0.1991984385096077
532899-Kaveri Seed Company Ltd.,0.19733622192580103
500135-EPL Ltd.,0.19591771073766656
532843-Fortis Healthcare Ltd.,0.19455919784663583
500040-Century Textiles & Inds. Ltd.,0.1938369232615363
533286-Moil Ltd.,0.1911115569786642
500110-Chennai Petroleum Corpn. Ltd.,0.18960268748186446
523261-Venky's (India) Ltd.,0.1889463025085914
532772-DCB Bank Ltd.,0.18567391818131676
540673-SIS Ltd.,0.1852944354931631
539524-Dr. Lal Pathlabs Ltd.,0.18464449999999996
500067-Blue Star Ltd.,0.18413543595725718
539876-Crompton Greaves Consumer Electricals Ltd.,0.18412252242748559
540678-Cochin Shipyard Ltd.,0.18391730514756932
520057-JTEKT India Ltd.,0.18310831474745065
531344-Container Corpn. Of India Ltd.,0.18256632772346948
508989-Navneet Education Ltd.,0.18199447988018486
542812-Gujarat Fluorochemicals Ltd.,0.1818809871065656
532880-Omaxe Ltd.,0.1813166859951062
538962-Minda Corporation Ltd.,0.18022019756768676
542830-Indian Railway Catering & Tourism Corpn. Ltd.,0.17958949999999996
540767-Nippon Life India Asset Management Ltd.,0.17938679555626597
512070-UPL Ltd.,0.17830399999999993
524208-Aarti Industries Ltd.,0.1781959855444984
500825-Britannia Industries Ltd.,0.17763925476709094
523457-Linde India Ltd.,0.17682945210436166
513434-Tata Metaliks Ltd.,0.1757579909551231
506820-Astrazeneca Pharma India Ltd.,0.17440982175063036
505790-Schaeffler India Ltd.,0.1740053607999261
543187-ABB Power Products and Systems India Ltd.,0.17382149999999993
540768-Mahindra Logistics Ltd.,0.17140134862217063
523319-Balmer Lawrie & Co. Ltd.,0.16969501287746203
526299-Mphasis Ltd.,0.16529900000000008
532424-Godrej Consumer Products Ltd.,0.164823248862898
532822-Vodafone Idea Ltd.,0.1642605358249208
505255-GMM Pfaudler Ltd.,0.1624181760951175
539437-IDFC First Bank Ltd.,0.16239236662573342
500144-Finolex Cables Ltd.,0.1618751084952715
532977-Bajaj Auto Ltd,0.15824
534804-CARE Ratings Ltd.,0.1581854462597992
500488-Abbott India Ltd.,0.15675440445708275
532779-Torrent Power Ltd.,0.1565931707387282
535755-Aditya Birla Fashion and Retail Ltd.,0.15600823616042242
532540-Tata Consultancy Services Ltd.,0.15461959937270925
532514-Indraprastha Gas Ltd.,0.1544389003808786
500408-Tata Elxsi Ltd.,0.15407370195827957
522287-Kalpataru Power Transmission Ltd.,0.15362555606665987
519600-CCL Products (India) Ltd.,0.15279046106614866
534139-Schneider Electric Infrastructure Ltd.,0.15203436704483272
500878-Ceat Ltd.,0.15154948861295603
512179-Sunteck Realty Ltd.,0.1508713645034068
523385-Nilkamal Ltd.,0.15058441969644196
500084-CESC Ltd.,0.15035861731205777
526371-NMDC Ltd.,0.15030785407640304
532555-National Thermal Power Corp. Ltd.,0.14973466137969446
540691-Aditya Birla Capital Ltd.,0.1455099740061531
532953-V-Guard Industries Ltd.,0.14225977804253445
500086-Exide Industries Ltd.,0.1403612621900251
540530-Housing & Urban Development Corpn. Ltd.,0.13985899999999996
500355-Rallis India Ltd.,0.13973388083905816
500302-Piramal Enterprises Ltd.,0.13959732990455329
532477-Union Bank of India,0.13912332577747458
506285-Bayer CropScience Ltd.,0.13907580511156795
533088-Mahindra Holidays & Resorts India Ltd,0.1346910568297909
540575-Star Cement Ltd,0.1346104615335808
539658-TeamLease Services Ltd.,0.13175770081876997
541301-Orient Electric Ltd.,0.13131399999999993
532483-Canara Bank,0.1293715315745787
500840-EIH Ltd.,0.129101626637721
509480-Berger Paints India Ltd.,0.1284403809864365
542650-Metropolis Healthcare Ltd.,0.12794796835619654
505509-Responsive Industries Ltd.,0.12772767423219883
505200-Eicher Motors Ltd.,0.12765859679697902
541988-Aavas Financiers Ltd.,0.12746399999999994
500114-Titan Company Ltd.,0.1232549843983968
533106-Oil India Ltd.,0.12240005215167965
500690-Gujarat State Fertilizers & Chemicals Ltd.,0.12147800000000003
540699-Dixon Technologies (India) Ltd.,0.12079160000000018
523398-Johnson Controls - Hitachi Air Conditioning India Ltd.,0.12027297385858236
533655-Triveni Turbine Ltd.,0.12006638503226634
500660-Glaxosmithkline Pharmaceuticals Ltd.,0.11829839586150881
500171-GHCL Ltd.,0.11804020986328463
540180-Varun Beverages Ltd.,0.11776
500940-Finolex Industries Ltd.,0.11501162144350875
513023-Nava Bharat Ventures Ltd.,0.11464100000000006
500850-Indian Hotels Co. Ltd.,0.11301753988370272
532638-Shoppers Stop Ltd.,0.11199505934863535
533098-NHPC Ltd.,0.11000270735687645
513683-NLC India Ltd.,0.10943283515898905
532612-Indoco Remedies Ltd.,0.10839393999404802
500043-Bata India Ltd.,0.10708999999999985
532134-Bank Of Baroda,0.10696321254669124
500550-Siemens Ltd.,0.1064375
526612-Blue Dart Express Ltd.,0.1058546358818206
539450-S H Kelkar and Company Ltd,0.10371975102340991
539523-Alkem Laboratories Ltd.,0.09881154871137857
532144-Welspun Corp Ltd.,0.09697281478756804
504973-Cholamandalam Financial Holdings Ltd.,0.09695381049478718
539542-Lux Industries Ltd.,0.09635701994325699
539551-Narayana Hrudayalaya Ltd.,0.09425698645087018
500680-Pfizer Ltd.,0.093455
530813-KRBL Ltd.,0.09302621042709923
519552-Heritage Foods Ltd.,0.09075900925013747
541179-ICICI Securities Ltd.,0.09071899999999994
517506-TTK Prestige Ltd.,0.09061716690418369
532644-JK Cement Ltd,0.08818347909249662
542920-Sumitomo Chemical India Pvt. Ltd.,0.08669
542867-CSB Bank Ltd.,0.08668799999999989
500238-Whirlpool Of India Ltd.,0.0848612635871903
541143-Bharat Dynamics Ltd.,0.08374400000000008
533023-Wabco India Ltd.,0.08374294009985209
508486-Hawkins Cookers Ltd.,0.08141993369282162
540376-Avenue Supermarts Ltd.,0.08140610022501157
500403-Sundram Fasteners Ltd.,0.08129300000000003
502986-Vardhman Textiles Ltd.,0.07926307394491844
541956-Ircon International Ltd.,0.07920036875844758
512573-Avanti Feeds Ltd.,0.07784209566064967
500027-Atul Ltd.,0.07707589911589917
532524-PTC India Ltd.,0.07682817330026508
500530-Bosch Ltd.,0.0763981537913677
532689-PVR Ltd.,0.07329415040482344
539597-Jindal Stainless (Hisar) Ltd.,0.07213898643700992
517354-Havells India Ltd.,0.07204685543648569
541195-Mishra Dhatu Nigam Ltd.,0.07078399999999994
532162-JK Paper Ltd.,0.06993887737117908
532149-Bank of India,0.06989892292606356
500570-Tata Motors Ltd.,0.06795190456402113
532466-Oracle Financial Services Software Ltd.,0.06731893870419309
538567-Gulf Oil Lubricants India Ltd.,0.06553964891041161
530001-Gujarat Alkalies & Chemicals Ltd.,0.06103951637532827
509966-VST Industries Ltd.,0.06020499984640883
500547-Bharat Petroleum Corpn. Ltd.,0.05765399999999994
532755-Tech Mahindra Ltd.,0.05731620031203666
533151-DB Corporation Ltd.,0.05043660879434183
500330-Raymond Ltd.,0.05040482798464985
532522-Petronet LNG Ltd.,0.0455275
533155-Jubilant FoodWorks Ltd.,0.04352300000000003
500265-Maharashtra Seamless Ltd.,0.04281076008388579
517385-Symphony Ltd.,0.04008
500020-Bombay Dyeing & Mfg. Co. Ltd.,0.03894599999999991
500182-Hero Motocorp Ltd.,0.03858619867476923
532720-Mahindra & Mahindra Financial Services Ltd.,0.03598973386634493
532309-GE Power India Ltd.,0.0351875
540115-L&T Technology Services Ltd.,0.032225568331267745
500290-MRF Ltd.,0.031206172342646415
532538-Ultratech Cement Ltd.,0.02777409922060542
541336-Indostar Capital Finance Pvt Ltd.,0.02438599999999991
500790-Nestle India Ltd.,0.021397999999999882
523395-3M India Ltd.,0.020591702306802625
539978-Quess Corp Ltd.,0.010658971874847526
532892-Motilal Oswal Financial Services Ltd,0.010568000000000029
543064-Suven Pharmaceutical Ltd.,0.0062
540173-PNB Housing Finance Ltd.,0.0
500096-Dabur India Ltd.,0.0
500103-Bharat Heavy Electricals Ltd.,0.0
500104-Hindustan Petroleum Corpn. Ltd.,0.0
532810-Power Finance Corpn. Ltd.,0.0
541700-TCNS Clothing Co Ltd.,0.0
500469-Federal Bank Ltd.,0.0
532754-GMR Infrastructure Ltd,0.0
523642-PI Industries Ltd.,0.0
531335-Zydus Wellness Ltd.,0.0
541729-HDFC Asset Management Company Ltd.,0.0
531642-Marico Ltd.,0.0
509930-Supreme Industries Ltd.,0.0
532705-Jagran Prakashan Ltd.,0.0
500490-Bajaj Holdings & Investment Ltd.,0.0
531213-Manappuram Finance Ltd.,0.0
524164-IOL Chemicals & Pharmaceuticals Ltd.,0.0
540611-AU Small Finance Bank Ltd.,0.0
500830-Colgate-Palmolive (India) Ltd.,0.0
530549-Shilpa Medicare Ltd.,0.0
500092-Crisil Ltd.,0.0
540743-Godrej Agrovet Ltd.,0.0
540749-Mas Financial Services Ltd.,0.0
524804-Aurobindo Pharma Ltd.,0.0
524348-Aarti Drugs Ltd.,0.0
540902-Amber Enterprises India Ltd.,0.0
541556-Rites Ltd.,0.0
500049-Bharat Electronics Ltd.,0.0
541153-Bandhan Bank Ltd.,0.0
530965-Indian Oil Corpn. Ltd.,0.0
500875-ITC Ltd.,0.0
542011-Garden Reach Shipbuilders & Engineers Ltd.,0.0
532636-IIFL Finance Ltd.,0.0
542652-Polycab India Ltd.,0.0
500188-Hindustan Zinc Ltd.,0.0
500440-Hindalco Industries Ltd.,0.0
500260-The Ramco Cements Ltd.,0.0
532478-United Breweries Ltd.,0.0
542726-Indiamart Intermesh Ltd.,0.0
532482-Granules India Ltd.,0.0
532497-Radico Khaitan Ltd.,0.0
500008-Amara Raja Batteries Ltd.,0.0
542760-Sterling and Wilson Solar Ltd.,0.0
542904-Ujjivan Small Finance Bank Ltd.,0.0
532856-Time Technoplast Ltd,0.0
500312-Oil & Natural Gas Corpn. Ltd.,0.0
532777-Info Edge (India) Ltd.,0.0
532848-Delta Corp Ltd.,0.0
500184-Himadri Speciality Chemical Ltd.,0.0
500331-Pidilite Industries Ltd.,0.0
532926-Jyothy Labs Ltd.,0.0
542649-Rail Vikas Nigam Ltd.,0.0
532181-Gujarat Mineral Devp. Corpn. Ltd.,0.0
542066-Adani Total Gas Ltd.,0.0
532790-Tanla Platforms Ltd.,0.0
507815-Gillette India Ltd.,0.0
541540-Solara Active Pharma Sciences Ltd.,0.0
532234-National Aluminium Co. Ltd.,0.0
542651-KPIT Technologies Ltd.,0.0
532286-Jindal Steel & Power Ltd.,0.0
500470-Tata Steel Ltd.,0.0
503100-Phoenix Mills Ltd.,0.0
500339-Rain Industries Ltd.,0.0
532868-DLF Ltd.,0.0
500164-Godrej Industries Ltd.,-0.004441000000000059
500730-NOCIL Ltd.,-0.007906007870866497
526947-La Opala RG Ltd.,-0.00933652914386384
542399-Chalet Hotel Ltd.,-0.010182000000000116
523405-JM Financial Ltd.,-0.010464000000000088
500113-Steel Authority Of India Ltd.,-0.010793000000000028
501425-Bombay Burmah Trdg. Corpn. Ltd.,-0.013326357901011752
500459-Procter & Gamble Hygiene & Health Care Ltd.,-0.014708677944862112
500003-Aegis Logistics Ltd.,-0.015103504542278184
500472-SKF India Ltd.,-0.015401817189275524
539118-VRL Logistics Ltd.,-0.021064599157673256
532505-UCO Bank,-0.02429448439952448
520051-Jamna Auto Inds. Ltd.,-0.029513999999999943
505537-Zee Entertainment Enterprises Ltd.,-0.03363364657837786
517174-Honeywell Automation India Ltd.,-0.03394006761595247
533206-SJVN Ltd.,-0.0377809820417054
531500-Rajesh Exports Ltd.,-0.03799547981672284
532155-GAIL (India) Ltd.,-0.04297000000000015
524715-Sun Pharmaceutical Inds. Ltd.,-0.08184199999999997
532515-TV Today Network Ltd.,-0.08321357559110766
500109-Mangalore Refinery & Petrochemicals Ltd.,-0.09327392573356968
533278-Coal India Ltd.,-0.09994117556856537
532500-Maruti Suzuki India Ltd.,-0.10756300000000003
532827-Page Industries Ltd.,-0.1107928255707167
539268-Syngene International Ltd.,-0.11182599999999991
500870-Castrol India Ltd.,-0.11908850000000006
533400-Future Consumer Ltd.,-0.11940292281680846
531162-Emami Ltd.,-0.11969633068669747
532178-Engineers India Ltd.,-0.12505518965072465
500033-Force Motors Ltd.,-0.13816
534309-NBCC India Ltd.,-0.1613440000000001
507717-Dhanuka Agritech Ltd.,-0.163125
513377-MMTC Ltd.,-0.17407
541770-CreditAccess Grameen Ltd.,-0.193025
540064-Future Retail Ltd.,-0.23031571937874143
506197-Bliss GVS Pharma Ltd.,-0.378018
532461-Punjab National Bank,-0.42885599999999996
532839-Dish TV India Ltd.,-0.6077564
