Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-03-07,23818.85,INVEST,0,4.0,0.0
2019-04-25,24818.7,EXIT,99274.8,0.0,-0.007251999999999971
2019-10-16,20595.9,INVEST,0,4.0,0.0
2019-10-17,22889.05,EXIT,91556.2,0.0,-0.07774984185311887
2020-03-03,20665.15,INVEST,0,4.0,0.0
2020-03-06,22638.45,EXIT,90553.8,0.0,-0.01094846662487078
2020-03-25,16840.0,INVEST,0,5.0,0.0
2020-04-01,18477.05,EXIT,92385.25,0.0,0.02022499331888885
2021-02-01,19137.55,INVEST,0,4.0,0.0
2021-04-07,27223.25,-,108893.0,0.0,0.1786838266931139
