Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-04-26,658.8,INVEST,0,151.0,0.0
2018-06-01,666.0,EXIT,100566.0,0.0,0.00566
2018-06-18,669.95,INVEST,0,150.0,0.0
2018-07-30,687.0,EXIT,103050.0,0.0,0.02470019688562735
2018-10-30,585.0,INVEST,0,176.0,0.0
2019-01-25,803.4,EXIT,141398.4,0.0,0.37213391557496356
2019-08-05,696.0,INVEST,0,203.0,0.0
2019-08-06,813.35,EXIT,165110.05000000002,0.0,0.16769390601308093
2019-10-03,854.0,INVEST,0,193.0,0.0
2020-02-10,1534.3,EXIT,296119.89999999997,0.0,0.7934698705499752
2020-03-19,1078.25,INVEST,0,274.0,0.0
2020-03-20,1250.75,EXIT,342705.5,0.0,0.15732005853034545
2020-04-03,1155.8,INVEST,0,296.0,0.0
2020-04-09,1405.75,EXIT,416102.0,0.0,0.2141678496551704
2020-04-16,1401.95,INVEST,0,296.0,0.0
2020-04-20,1543.65,EXIT,456920.4,0.0,0.09809710119153482
2020-04-21,1462.9,INVEST,0,312.0,0.0
2020-04-22,1749.9,EXIT,545968.8,0.0,0.19488821247639637
2020-04-24,1655.15,INVEST,0,329.0,0.0
2020-04-27,1928.95,EXIT,634624.55,0.0,0.1623824474951682
