Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-12-30,542.7,INVEST,0,184.0,0.0
2020-01-03,665.95,EXIT,122534.8,0.0,0.22534800000000002
2020-01-14,590.1,INVEST,0,207.0,0.0
2020-02-07,671.0,EXIT,138897.0,0.0,0.13353104587431486
2020-02-19,518.1,INVEST,0,268.0,0.0
2020-03-05,484.55,EXIT,129859.40000000001,0.0,-0.06506692009186657
2020-03-16,350.4,INVEST,0,370.0,0.0
2020-03-20,332.45,EXIT,123006.5,0.0,-0.05277168999702762
2020-03-23,266.9,INVEST,0,460.0,0.0
2020-04-16,454.55,EXIT,209093.0,0.0,0.6998532597870845
2020-05-28,375.1,INVEST,0,557.0,0.0
2020-11-06,408.8,EXIT,227701.6,0.0,0.088996762206291
2021-04-06,414.25,INVEST,0,549.0,0.0
2021-04-07,457.5,-,251167.5,0.0,0.10305549016783366
