Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-15,198.0,INVEST,0,505.0,0.0
2020-07-14,185.5,EXIT,93677.5,0.0,-0.063225
2020-07-17,165.25,INVEST,0,566.0,0.0
2020-09-21,270.65,EXIT,153187.9,0.0,0.6352688745963545
2020-09-24,246.8,INVEST,0,620.0,0.0
2021-01-27,339.65,EXIT,210583.0,0.0,0.37467123708856903
2021-01-29,321.35,INVEST,0,655.0,0.0
2021-03-08,333.85,EXIT,218671.75000000003,0.0,0.038411220278940034
2021-04-05,275.55,INVEST,0,793.0,0.0
2021-04-07,283.0,-,224419.0,0.0,0.026282544498774853
