Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-23,2625.25,INVEST,0,38.0,0.0
2019-05-20,4537.3,EXIT,172417.4,0.0,0.724174
2019-05-28,3729.75,INVEST,0,46.0,0.0
2019-07-19,4687.4,EXIT,215620.4,0.0,0.250572158030454
2019-09-19,4284.45,INVEST,0,50.0,0.0
2019-11-07,4660.85,EXIT,233042.50000000003,0.0,0.08079986865806776
2020-03-23,3094.1,INVEST,0,75.0,0.0
2020-03-26,3433.75,EXIT,257531.25,0.0,0.10508276387354225
2021-03-01,6603.45,INVEST,0,38.0,0.0
2021-04-07,6194.3,-,235383.4,0.0,-0.08600063099138457
