Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-10-17,53.1,INVEST,0,1883.0,0.0
2020-01-21,61.0,EXIT,114863.0,0.0,0.14863
2020-01-23,55.55,INVEST,0,2067.0,0.0
2020-03-04,60.3,EXIT,124640.09999999999,0.0,0.08511966429572614
2020-03-19,41.7,INVEST,0,2988.0,0.0
2020-03-20,45.65,EXIT,136402.19999999998,0.0,0.09436850580190478
2020-03-26,39.5,INVEST,0,3453.0,0.0
2020-06-24,49.35,EXIT,170405.55000000002,0.0,0.24928740152284962
2020-08-14,50.25,INVEST,0,3391.0,0.0
2020-10-05,52.8,EXIT,179044.8,0.0,0.050698172682755754
2020-12-10,53.9,INVEST,0,3321.0,0.0
2020-12-18,55.45,EXIT,184149.45,0.0,0.028510462186000507
2020-12-21,51.8,INVEST,0,3555.0,0.0
2021-02-10,57.8,EXIT,205479.0,0.0,0.11582738911248439
2021-03-26,49.1,INVEST,0,4184.0,0.0
2021-04-01,50.75,EXIT,212338.0,0.0,0.0333805401038549
