Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-11,846.2,INVEST,0,118.0,0.0
2018-10-19,906.95,EXIT,107020.1,0.0,0.07020100000000006
2019-05-17,661.3,INVEST,0,161.0,0.0
2019-07-29,735.1,EXIT,118351.1,0.0,0.10587730716005685
2019-10-07,731.15,INVEST,0,161.0,0.0
2020-03-11,566.1,EXIT,91142.1,0.0,-0.22990069378315875
2020-03-30,382.2,INVEST,0,238.0,0.0
2020-06-08,648.85,EXIT,154426.30000000002,0.0,0.694346520433477
2020-12-02,603.55,INVEST,0,255.0,0.0
2021-04-07,622.75,-,158801.25,0.0,0.028330342694217126
