Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-07-18,20360.1,INVEST,0,4.0,0.0
2018-10-22,20837.9,EXIT,83351.6,0.0,-0.16648399999999994
2019-03-07,23818.85,INVEST,0,3.0,0.0
2019-04-25,24818.7,EXIT,74456.1,0.0,-0.10672260640467608
2019-10-16,20595.9,INVEST,0,3.0,0.0
2019-10-17,22889.05,EXIT,68667.15,0.0,-0.07774984185311896
2020-03-03,20665.15,INVEST,0,3.0,0.0
2020-03-06,22638.45,EXIT,67915.35,0.0,-0.010948466624870676
2020-03-25,16840.0,INVEST,0,4.0,0.0
2020-04-01,18477.05,EXIT,73908.2,0.0,0.08823999287348133
2021-02-01,19137.55,INVEST,0,3.0,0.0
2021-04-07,27223.25,-,81669.75,0.0,0.10501608752479431
