Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-04-13,233.8,INVEST,0,427.0,0.0
2020-04-20,264.55,EXIT,112962.85,0.0,0.12962850000000006
2020-04-21,252.25,INVEST,0,447.0,0.0
2020-04-22,268.0,EXIT,119796.0,0.0,0.060490240818109615
2020-06-02,250.6,INVEST,0,478.0,0.0
2020-06-25,308.65,EXIT,147534.69999999998,0.0,0.23154946742796073
2021-02-05,379.75,INVEST,0,388.0,0.0
2021-02-09,461.5,EXIT,179062.0,0.0,0.21369413432907663
2021-02-26,494.4,INVEST,0,362.0,0.0
2021-03-10,535.0,EXIT,193670.0,0.0,0.08158068155164133
