Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Dixon Technologies (India) Ltd.,540699,180,1.2223437855072468,-0.9515628492716005,1.2223437855072468,0.05920685018053693 to 1.2223437855072468
Laurus Labs Ltd.,540222,180,0.6166673472184655,-0.16510573126863878,0.1434266988423787,0.5148520339064692 to 0.7051139091138969
AU Small Finance Bank Ltd.,540611,180,0.5399412444444442,0.5399412444444442,1.5318186084549865,0.5399412444444442 to 1.3670332901567865
Mas Financial Services Ltd.,540749,180,0.5107847872212014,-0.3689645034644725,0.2303997583221752,0.3223233318269246 to 0.6284694787516099
Lemon Tree Hotels Ltd.,541233,180,0.48357603749999994,-0.4103282205217982,0.016190045303129,0.2851511425456426 to 0.49140515545463254
Aster DM Healthcare Ltd.,540975,180,0.46524573529411767,-0.25538545967376475,0.25538803780056524,0.34642873932477075 to 0.5840639307259636
Aditya Birla Capital Ltd.,540691,180,0.33169309589041096,0.33169309589041096,0.4021481561345698,0.33169309589041096 to 0.46508286280530675
Hathway Cable & Datacom Ltd.,533162,180,0.31091938534031416,-0.42940966184744556,0.5141450556134379,0.17740759721951424 to 0.47077705000740594
Advanced Enzyme Technologies Ltd.,540025,180,0.29188542405063295,-0.15742199926944567,0.14233592332510228,0.24593623703897236 to 0.3334312053880188
Endurance Technologies Ltd.,540153,180,0.2246519607142857,0.2246519607142857,0.7932076632343049,0.2246519607142857 to 0.40284761751346915
Thyrocare Technologies Ltd.,539871,180,0.22090199132947982,-0.38319979126335474,0.24881742558196873,0.13625239436236378 to 0.27586625611801135
TCNS Clothing Co Ltd.,541700,180,0.21784571428571436,0.21784571428571436,0.0435680204770279,0.21784571428571436 to 0.22733682082654713
Aurobindo Pharma Ltd.,524804,180,0.19613885052910057,-0.28129596722657857,0.3623829959148196,0.1409657828588079 to 0.26721623479912504
Tanla Platforms Ltd.,532790,180,0.18792310881542704,-1.4209881667475,0.8904344951723452,-0.07911340506969758 to 0.3552563273447095
Mahanagar Gas Ltd.,539957,180,0.18716503048780486,0.18716503048780486,0.6636769411360471,0.18716503048780486 to 0.3113821454095862
Interglobe Aviation Ltd.,539448,180,0.1822550742574257,-0.18737035686509926,0.4261116659073516,0.14810587595333669 to 0.25991608756932544
Mahindra Logistics Ltd.,540768,180,0.17876235964912282,-0.05364331725186645,0.053920647087597647,0.16917295367777269 to 0.18840134175630938
L&T Technology Services Ltd.,540115,180,0.17548312801856278,-0.1463421621236654,0.1185996386690055,0.14980254764810233 to 0.19629536359407118
Cochin Shipyard Ltd.,540678,180,0.15846751898734174,0.15846751898734174,0.2032715643140311,0.15846751898734174 to 0.19067945946486212
Star Cement Ltd,540575,180,0.15725736263736265,-0.07105913029434494,0.15725736263736265,0.14608279121596923 to 0.15725736263736265
EPL Ltd.,500135,180,0.15235201041666663,-0.24106747700459702,0.15397295188902485,0.11562489564894271 to 0.17581009918674825
Varun Beverages Ltd.,540180,180,0.14560701102941176,0.14560701102941176,0.7137841893466385,0.14560701102941176 to 0.24953899336022747
Vaibhav Global Ltd.,532156,180,0.1438679808556395,-0.22024907436809685,5.641944941659485,0.11218119124097783 to 0.9555632077108784
Tata Consultancy Services Ltd.,532540,180,0.1430674631093544,-0.26872399255998436,0.14208695656747025,0.10462180321718041 to 0.16339548352639138
Ashoka Buildcon Ltd.,533271,180,0.1400544781783681,-0.1250133712504047,0.21140581173613124,0.12254579570257408 to 0.1696628088249463
Suzlon Energy Ltd.,532667,180,0.1377145424489796,-0.5316199623992741,0.8010168617628002,0.06450274257041982 to 0.24802621306056116
Indian Energy Exchange Ltd.,540750,180,0.13685668421052627,-0.1008162639300894,0.13685668421052627,0.12305930461456097 to 0.13685668421052627
Orient Refractories Limited,534076,180,0.13169868878718535,-0.09441507334427726,0.5836593273345843,0.1192643474259981 to 0.2085658568955607
Procter & Gamble Health Ltd.,500126,180,0.12753093377483446,-0.326349672509644,0.19848588439978068,0.08591125530256814 to 0.15284402395346236
IFB Industries Ltd.,505726,180,0.12450832249322495,-0.2552993033757158,1.1599908975220339,0.09272143449622565 to 0.26893684325110384
RBL Bank Ltd.,540065,180,0.12136490978276127,-0.3236935206328922,0.20722896325086296,0.08207987485388595 to 0.1465152342120774
Tata Elxsi Ltd.,500408,180,0.12048814682539681,-0.2135406576032835,1.6146595765631417,0.0947590287189006 to 0.31503548695936967
Welspun India Ltd.,514162,180,0.12022775203252033,-0.30571521021250353,0.725949518463801,0.08347229954652162 to 0.20750703072651372
Aarti Drugs Ltd.,524348,180,0.12006442087765959,-1.0914899069124948,1.062694019147995,-0.010984682689599675 to 0.24765616285681608
IRB Infrastructure Developers Ltd.,532947,180,0.11737895879888269,-0.2757387515326755,0.32987255589085457,0.08501303124347342 to 0.15609905594567744
Cipla Ltd.,500087,180,0.1158310230263158,-0.25334645526996663,0.29812470582540523,0.0864856439323048 to 0.15036311269149194
Gujarat Gas Ltd.,539336,180,0.11463077144481426,-0.12219563875229733,0.02650781580292394,0.10062339110744657 to 0.11766938281962047
Orient Cement Ltd.,535754,180,0.11138664071801618,-0.1296177791897387,0.5232610204006628,0.0969489517167416 to 0.16967092799912734
SIS Ltd.,540673,180,0.10508453004021331,0.10508453004021331,0.08767770752988506,0.10508453004021331 to 0.11429810073099457
Himadri Speciality Chemical Ltd.,500184,180,0.09555419999999999,-1.0100460755416791,0.09555419999999999,-0.0009599447115247162 to 0.09555419999999999
Bharat Petroleum Corpn. Ltd.,500547,180,0.09023430039525689,-0.11756189752106186,0.27867734489019524,0.07962618481930499 to 0.11538055564743135
Rites Ltd.,541556,180,0.08898638888888885,0.08898638888888885,0.15860786647998693,0.08898638888888885 to 0.10310033017631391
Tasty Bite Eatables Ltd.,519091,180,0.08850047919762256,-0.09708211469461016,0.43814817467786293,0.07990866552563101 to 0.12727680261617705
Whirlpool Of India Ltd.,500238,180,0.08570711414090587,-0.17464112658478942,0.33650396691034834,0.07073912717100694 to 0.1145478980417587
Phillips Carbon Black Ltd.,506590,180,0.08380881584553929,-0.31503916758097883,0.6179785484388847,0.05740575626561304 to 0.13560086620814746
Alembic Pharmaceuticals Ltd.,533573,180,0.07990674267782424,-0.10026234722913914,0.11067784299939099,0.07189510509751075 to 0.08875064859851323
Shipping Corpn. Of India Ltd.,523598,180,0.07631827339572192,-0.19101652429625574,0.18123654335177145,0.06174022207137972 to 0.09014993346053803
Granules India Ltd.,532482,180,0.07482131866666666,-0.7774652269775443,0.5504490065396983,0.016650345166727497 to 0.11600663919472351
Godrej Agrovet Ltd.,540743,180,0.07477092372881348,-0.0061054365858755,0.04774425984269589,0.07431441459551988 to 0.07834080614000034
Gujarat Pipavav Port Ltd,533248,180,0.07416134101699301,-0.2558646600340098,0.6223806529564487,0.05518607471001383 to 0.12031792486327497
Crompton Greaves Consumer Electricals Ltd.,539876,180,0.07404061764705883,0.07404061764705883,0.7246561892177079,0.07404061764705883 to 0.12769460947850186
Multi Commodity Exchange India,534091,180,0.07272357333333333,-0.12654148094349635,0.16291962326031703,0.06352102466423037 to 0.08457167050294404
Atul Ltd.,500027,180,0.0710145375449875,-0.10455220116823007,0.22440598512804372,0.06358981132971514 to 0.08695062480118287
Berger Paints India Ltd.,509480,180,0.07082147672872341,-0.09622138428477575,0.15895697662570107,0.0640069362007936 to 0.08207904454968873
Manappuram Finance Ltd.,531213,180,0.07003275983717774,-0.013068875537816065,0.39779112187232296,0.0691175104152959 to 0.09789116994062363
Torrent Pharmaceuticals Ltd.,500420,180,0.06883094517833555,-0.031718932464087995,0.2602562344723724,0.06664770107678458 to 0.08674462778562346
Bombay Burmah Trdg. Corpn. Ltd.,501425,180,0.06867741810918773,-0.5966310737687527,0.31954675379260167,0.027702336399037474 to 0.0906230641248359
Bayer CropScience Ltd.,506285,180,0.06844600924702775,-0.19642775879298696,0.33296712919159493,0.05500131305231002 to 0.09123628045063194
Abbott India Ltd.,500488,180,0.06774707936507936,-0.07528424090806023,0.15589783753799413,0.06264679192134125 to 0.07830870253761009
Biocon Ltd.,532523,180,0.0659696442687747,0.0659696442687747,0.5984167237888471,0.0659696442687747 to 0.10544698266161057
Astral Ltd.,532830,180,0.06579048202396803,-0.08636146533338755,0.14871532744796342,0.06010871959138826 to 0.07557453510112179
Glaxosmithkline Pharmaceuticals Ltd.,500660,180,0.06560771188084205,-0.13805131610687044,0.18301294117714242,0.05655048090893145 to 0.0776147721960575
Tata Power Co. Ltd.,500400,180,0.06403207936507938,-0.13923759716367826,0.2898160852552335,0.05511640649289178 to 0.08258960593741911
Indraprastha Gas Ltd.,532514,180,0.06289294860927154,-0.13362552453317944,0.3124842998879729,0.05448884536191933 to 0.08254600762333002
Avanti Feeds Ltd.,512573,180,0.06267491935483871,-0.74901385797473,1.1997220764790428,0.015730536210615893 to 0.13786740374638237
JSW Steel Ltd.,500228,180,0.06029011923583661,-0.068003724860522,0.10527462799370294,0.05619016655551472 to 0.0666371391100853
Linde India Ltd.,523457,180,0.05750517460317459,-0.1960174044879829,0.22297440545860836,0.04623315953283204 to 0.0703273567211109
Nesco Ltd.,505355,180,0.05671289841059601,-0.11282114602982793,0.2596776734875588,0.050314484217239365 to 0.07143997192659586
Indiabulls Housing Finance Ltd.,535789,180,0.053864579352415384,0.053864579352415384,0.5291819316113183,0.053864579352415384 to 0.08236874149955768
Indian Overseas Bank,532388,180,0.05385313780160858,-0.2734474004874853,0.14556268565068517,0.039127137261664384 to 0.06169214517072716
Kotak Mahindra Bank Ltd.,500247,180,0.05382367434210525,-0.019257007731051205,0.11775367537096561,0.05278719142918575 to 0.06016160981785808
Bandhan Bank Ltd.,541153,180,0.05374670370370368,0.05374670370370368,0.5286258982495953,0.05374670370370368 to 0.08215860322702888
Trent Ltd.,500251,180,0.05272716798941798,0.05272716798941798,1.3143475376691731,0.05272716798941798 to 0.12202899140457835
NOCIL Ltd.,500730,180,0.05156773473541385,0.05156773473541385,0.4560417896488024,0.05156773473541385 to 0.07508477677228668
Moil Ltd.,533286,180,0.05132113946869069,-0.07536244071829575,0.1936427621392991,0.0474534531378861 to 0.06125910667154416
IOL Chemicals & Pharmaceuticals Ltd.,524164,180,0.050243290960451985,-0.08420989808382787,0.22352599477331492,0.04601230854927622 to 0.06147397255307211
Lupin Ltd.,500257,180,0.049311507757990716,-0.3538454640944179,0.2708334519971687,0.031862854410169 to 0.06266671362727251
Jamna Auto Inds. Ltd.,520051,180,0.04774728156748911,-0.0940033899998567,0.6059680454357473,0.04325887523686746 to 0.07668060845381078
APL Apollo Tubes Ltd.,533758,180,0.046246039030955595,-0.196685049612904,1.169458218440443,0.0371501345497518 to 0.10032884944602412
United Breweries Ltd.,532478,180,0.044487830911492714,-0.010513273641939798,0.2700464580599457,0.04402011817138384 to 0.05650161207591109
Godrej Properties Ltd.,533150,180,0.04437005267558527,-0.05018066680592196,0.604426667288218,0.04214353384611052 to 0.07118849574169196
