Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-10-23,520.5,INVEST,0,192.0,0.0
2018-11-07,615.25,EXIT,118128.0,0.0,0.18128
2018-11-30,659.85,INVEST,0,179.0,0.0
2019-04-05,978.45,EXIT,175142.55000000002,0.0,0.48265059934985793
2019-04-12,905.9,INVEST,0,193.0,0.0
2019-07-01,1097.4,EXIT,211798.2,0.0,0.20929037518295807
2019-09-09,894.2,INVEST,0,236.0,0.0
2020-03-11,908.25,EXIT,214347.0,0.0,0.012034096607053263
2020-03-19,657.15,INVEST,0,326.0,0.0
2020-03-20,711.85,EXIT,232063.1,0.0,0.08265149500576172
2020-03-24,570.25,INVEST,0,406.0,0.0
2020-03-27,687.55,EXIT,279145.3,0.0,0.20288533592802985
2020-04-03,607.1,INVEST,0,459.0,0.0
2020-06-03,833.3,EXIT,382484.69999999995,0.0,0.3701993191359481
2020-08-26,849.95,INVEST,0,450.0,0.0
2020-11-02,1139.35,EXIT,512707.49999999994,0.0,0.34046538332121523
2020-11-05,911.55,INVEST,0,562.0,0.0
2020-12-18,1376.3,EXIT,773480.6,0.0,0.5086196320514135
2020-12-22,1274.55,INVEST,0,606.0,0.0
2021-04-07,1369.3,-,829795.7999999999,0.0,0.0728075145000404
