Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-11-20,25.7,INVEST,0,3891.0,0.0
2019-11-25,29.9,EXIT,116340.9,0.0,0.16340899999999994
2020-02-05,25.15,INVEST,0,4625.0,0.0
2020-03-11,22.6,EXIT,104525.0,0.0,-0.10156273503127443
2020-04-21,21.6,INVEST,0,4839.0,0.0
2020-07-15,44.0,EXIT,212916.0,0.0,1.0369863668978714
2020-10-05,35.3,INVEST,0,6031.0,0.0
2020-10-06,37.05,EXIT,223448.55,0.0,0.04946810009581238
2020-10-22,34.1,INVEST,0,6552.0,0.0
2021-04-07,37.35,-,244717.2,0.0,0.09518365637190317
