Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-03-12,287.65,INVEST,0,347.0,0.0
2020-03-18,268.85,EXIT,93290.95000000001,0.0,-0.06709049999999989
2020-03-24,180.5,INVEST,0,516.0,0.0
2020-07-14,185.5,EXIT,95718.0,0.0,0.02601592115848309
2020-07-17,165.25,INVEST,0,579.0,0.0
2020-09-21,270.65,EXIT,156706.34999999998,0.0,0.6371669905346954
2020-09-24,246.8,INVEST,0,634.0,0.0
2021-01-27,339.65,EXIT,215338.09999999998,0.0,0.3741504412552523
2021-01-29,321.35,INVEST,0,670.0,0.0
2021-03-08,333.85,EXIT,223679.50000000003,0.0,0.03873629422754289
2021-04-05,275.55,INVEST,0,811.0,0.0
2021-04-07,283.0,-,229513.0,0.0,0.02607972567892887
