Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-11-05,576.65,INVEST,0,173.0,0.0
2020-03-13,388.85,EXIT,67271.05,0.0,-0.32728949999999996
2020-03-19,285.65,INVEST,0,235.0,0.0
2020-03-20,331.05,EXIT,77796.75,0.0,0.15646700921124312
2020-04-03,304.75,INVEST,0,255.0,0.0
2020-07-17,448.4,EXIT,114342.0,0.0,0.46975291384280193
2020-10-05,352.4,INVEST,0,324.0,0.0
2021-02-19,569.1,EXIT,184388.4,0.0,0.6126042923859999
2021-03-25,549.6,INVEST,0,335.0,0.0
2021-04-07,582.85,-,195254.75,0.0,0.05893185254603872
