Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-05-06,105.55,INVEST,0,947.0,0.0
2019-07-23,101.55,EXIT,96167.84999999999,0.0,-0.038321500000000085
2019-09-19,89.55,INVEST,0,1073.0,0.0
2020-01-29,84.3,EXIT,90453.9,0.0,-0.05941642659163117
2020-02-18,80.15,INVEST,0,1128.0,0.0
2020-03-13,57.25,EXIT,64578.0,0.0,-0.286067267414672
2020-03-25,39.3,INVEST,0,1643.0,0.0
2020-03-27,43.0,EXIT,70649.0,0.0,0.09401034408002726
2020-03-30,40.95,INVEST,0,1725.0,0.0
2020-04-13,51.15,EXIT,88233.75,0.0,0.24890302764370337
2020-05-05,36.85,INVEST,0,2394.0,0.0
2020-06-10,60.4,EXIT,144597.6,0.0,0.638801479025883
2020-06-16,60.9,INVEST,0,2374.0,0.0
2020-10-07,61.0,EXIT,144814.0,0.0,0.0014965670246255413
2020-11-04,61.45,INVEST,0,2356.0,0.0
2021-04-07,100.5,-,236778.0,0.0,0.6350490974629525
