Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-06-07,764.85,INVEST,0,130.0,0.0
2019-06-10,831.25,EXIT,108062.5,0.0,0.080625
2020-01-29,997.8,INVEST,0,108.0,0.0
2020-01-30,1061.85,EXIT,114679.79999999999,0.0,0.06123585887796403
2020-02-07,1006.2,INVEST,0,113.0,0.0
2020-02-13,1098.3,EXIT,124107.9,0.0,0.08221238613949455
2020-03-23,611.7,INVEST,0,202.0,0.0
2020-05-18,990.1,EXIT,200000.2,0.0,0.6115025715526572
2020-08-03,1339.95,INVEST,0,149.0,0.0
2020-08-04,1583.95,EXIT,236008.55000000002,0.0,0.18004156995843007
2020-11-02,1897.4,INVEST,0,124.0,0.0
2021-04-07,3987.8,-,494487.2,0.0,1.0952088388323218
