Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2020-03-16,79.2,INVEST,0,1262.0,0.0
2020-08-11,104.65,EXIT,132068.30000000002,0.0,0.32068300000000016
2020-08-31,94.0,INVEST,0,1404.0,0.0
2020-09-03,107.4,EXIT,150789.6,0.0,0.14175468299357216
2021-02-09,172.4,INVEST,0,874.0,0.0
2021-02-10,185.05,EXIT,161733.7,0.0,0.07257861284863151
2021-03-10,174.0,INVEST,0,929.0,0.0
2021-03-12,185.7,EXIT,172515.3,0.0,0.0666626683245358
2021-03-31,168.05,INVEST,0,1026.0,0.0
2021-04-01,182.35,EXIT,187091.1,0.0,0.08448989741779435
