Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-12-28,670.7,INVEST,0,149.0,0.0
2019-02-01,658.05,EXIT,98049.45,0.0,-0.01950550000000003
2019-08-20,475.0,INVEST,0,206.0,0.0
2020-03-13,388.85,EXIT,80103.1,0.0,-0.18303366311590724
2020-03-19,285.65,INVEST,0,280.0,0.0
2020-03-20,331.05,EXIT,92694.0,0.0,0.15718367953300175
2020-04-03,304.75,INVEST,0,304.0,0.0
2020-07-17,448.4,EXIT,136313.6,0.0,0.4705763048309492
2020-10-05,352.4,INVEST,0,386.0,0.0
2021-02-19,569.1,EXIT,219672.6,0.0,0.6115237217709751
2021-03-25,549.6,INVEST,0,399.0,0.0
2021-04-07,582.85,-,232557.15000000002,0.0,0.058653423321798064
