Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Alkyl Amines Chemicals Ltd.,506767,900,3.0847476464174455,-2.97303836289493,3.0847476464174455,-6.086325446231465 to 3.0847476464174455
Navin Fluorine International Ltd.,532504,900,1.7064022352941177,-1.5281450997963104,0.1476561716212224,-0.901227978852059 to 1.9583630566035435
JB Chemicals & Pharmaceuticals Ltd.,506943,900,1.362819157563354,-1.5352102200898403,0.10427796623406453,-0.7293947412621334 to 1.5049311676588815
Granules India Ltd.,532482,900,1.24150459375,-1.2657422726577225,0.09204929628907456,-0.32992025225812754 to 1.3557842179443411
Adani Enterprises Ltd.,512599,900,1.2339129125,-1.5944241773969916,0.11078551439220416,-0.7334676679923385 to 1.370612589226495
Escorts Ltd.,500495,900,1.1624357966101697,-1.0778319242213648,1.1624357966101697,-0.0904746148339645 to 1.1624357966101697
HEG Ltd.,509631,900,1.0980549019607844,-5.059250650005583,1.0980549019607844,-4.457280074526131 to 1.0980549019607844
Welspun India Ltd.,514162,900,1.064805656521739,-1.498167347240061,0.1249000877752296,-0.5304514092356463 to 1.197799976484865
Persistent Systems Ltd.,533179,900,0.9772367567567568,-0.928845980366987,0.08486343139771908,0.06953432337637226 to 1.0601684212231133
Alok Industries Ltd.,521070,900,0.9457167445616279,-0.8219936812228397,0.9457167445616279,0.16834355630533546 to 0.9457167445616279
NBCC India Ltd.,534309,900,0.9122252545454547,-0.7430267790644491,0.9122252545454547,0.23441746187929824 to 0.9122252545454547
APL Apollo Tubes Ltd.,533758,900,0.8872711999999999,-1.1657149971419138,0.14453655091833614,-0.14703414437210247 to 1.0155143189771731
IRB Infrastructure Developers Ltd.,532947,900,0.8301780460122701,-0.8869258915413607,0.12212330829825425,0.09387164241477268 to 0.9315621354678688
Prism Johnson Ltd.,500338,900,0.765265717948718,-1.1250764315082293,0.14349425571399277,-0.09571670515660878 to 0.8750769525692035
Jubilant FoodWorks Ltd.,533155,900,0.7457119928941619,-0.651607697262769,0.7457119928941619,0.2598003183831667 to 0.7457119928941619
JSW Steel Ltd.,500228,900,0.6713503870523415,-0.9354359499526846,0.11616043661367598,0.043345099988931914 to 0.7493347411331018
Edelweiss Financial Services Ltd.,532922,900,0.6221582339411826,-0.5097888889305846,0.6221582339411826,0.3049888791212924 to 0.6221582339411826
Bharti Airtel Ltd.,532454,900,0.6102643975259592,-0.5008065625488209,0.6102643975259592,0.30463998235505635 to 0.6102643975259592
