Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Indiamart Intermesh Ltd.,542726,90,0.37335263750000003,-0.22864905706159694,0.20200518803946935,0.2879859089841648 to 0.44877180724321936
Varroc Engineering Pvt Ltd.,541578,90,0.36051279999999997,-0.13586239479453852,0.2799656763685595,0.3115326676379155 to 0.46144400989152323
Tube Investments Of India Ltd.,540762,90,0.24133265999999998,-0.16016066227558537,0.053043263544213785,0.2026806613456713 to 0.2541337318862061
KPIT Technologies Ltd.,542651,90,0.21862126470588236,-0.12588656581756422,0.37759055069710973,0.19109978447736617 to 0.3011705884402751
Ujjivan Financial Services Ltd.,539874,90,0.19764159807692305,-0.020636503227863798,0.3607524574424214,0.19356296660024847 to 0.26894129027602043
AU Small Finance Bank Ltd.,540611,90,0.19550998649583617,-0.583265194982101,0.11375022560573364,0.08147581610139434 to 0.21774929156791148
Laurus Labs Ltd.,540222,90,0.18733960601851857,-0.36261930818491245,0.15778770341189197,0.11940664768844929 to 0.21689949221026927
Chalet Hotel Ltd.,542399,90,0.1739250634920635,-0.07434049782448947,0.19935076304507565,0.16099538768790755 to 0.2085971576118696
Lemon Tree Hotels Ltd.,541233,90,0.16696405118110236,-0.15926785632195117,0.2538614841371511,0.14037204466665965 to 0.20934979301148826
Galaxy Surfactants Ltd.,540935,90,0.1608743769230769,-0.11828800868634019,0.11406829962400797,0.14184486722819042 to 0.17922504355176402
Rail Vikas Nigam Ltd.,542649,90,0.14904028510274672,-0.03920660370833841,0.08218691980677183,0.14319692170814557 to 0.16128944706246456
Orient Electric Ltd.,541301,90,0.137963517083152,-0.05640347801914989,0.05640470543995282,0.1301818948799078 to 0.14574530862568708
Aavas Financiers Ltd.,541988,90,0.12924287790697672,-0.15606238879714085,0.08761984334571621,0.10907292564579671 to 0.14056711862273555
RBL Bank Ltd.,540065,90,0.12225653648068668,-0.2489148086674726,0.23399306940448675,0.09182507409424867 to 0.15086371870656418
Avenue Supermarts Ltd.,540376,90,0.12032868090452255,-0.07010530985028303,0.20140926226773004,0.11189300144583515 to 0.14456399175515156
Dilip Buildcon Ltd.,540047,90,0.10234165677966102,-0.10749622877491428,0.4225768036904673,0.09134031462927082 to 0.14558886698599702
Alok Industries Ltd.,521070,90,0.10211950435356201,-0.9020744546474292,0.40942000651898863,0.01000010815495679 to 0.14392927249171325
Sheela Foam Ltd.,540203,90,0.09717394711538462,-0.20171963020576128,0.3288441575117103,0.07757205443763503 to 0.12912903188663075
Bharat Dynamics Ltd.,541143,90,0.08966250833333331,-0.01700290672005711,0.2394038217669456,0.08813798506785529 to 0.11112805549754391
Aster DM Healthcare Ltd.,540975,90,0.08877515999999999,-0.05483059346380667,0.0452272289643674,0.0839075652923556 to 0.09279021448766835
Minda Corporation Ltd.,538962,90,0.08756676426426427,-0.05670425833183346,0.14129239520519368,0.08260135584214066 to 0.09993928212753073
IFB Industries Ltd.,505726,90,0.08648398970944311,-0.18171967131360667,0.3003687319134631,0.07076814752555377 to 0.11246107602928554
Tata Consultancy Services Ltd.,532540,90,0.08297359363957597,-0.40702285671392935,0.566933124486411,0.04920144452457504 to 0.1300140723315266
Endurance Technologies Ltd.,540153,90,0.07191246017699116,-0.08928593035925192,0.5301817404342267,0.06549168926566584 to 0.11003913347253534
Dalmia Bharat Ltd.,542216,90,0.06307554166666667,-0.11630730717037521,0.06307554166666667,0.055739395267103864 to 0.06307554166666667
Allcargo Logistics Ltd.,532749,90,0.06263000974243832,-0.1277712795019245,0.15524840259774428,0.05462769326242898 to 0.07235321870963303
IRB Infrastructure Developers Ltd.,532947,90,0.06029196215880893,-0.3767080241603807,0.3222256107156447,0.03757949622121158 to 0.07971957648667567
Phillips Carbon Black Ltd.,506590,90,0.05831776197854588,-0.09533634521188401,0.8792594748582413,0.05275795969057474 to 0.10959420675071005
PNC Infratech Ltd.,539150,90,0.05549011182108627,-0.09908744791866156,0.1828599453854979,0.049991738256013676 to 0.06563703063812529
Alkyl Amines Chemicals Ltd.,506767,90,0.0553040982142857,-0.12279731683010375,0.3698705535024563,0.048512903343862886 to 0.07575945563175776
Procter & Gamble Health Ltd.,500126,90,0.054567479240806654,-0.15991715631217415,0.18189733814678452,0.045841203133493255 to 0.0644931584640893
Cipla Ltd.,500087,90,0.05072478276269186,-0.17422401355723988,0.15632642607822866,0.04188730752295658 to 0.05865440676557801
Housing & Urban Development Corpn. Ltd.,540530,90,0.04909239779005524,-0.021216311748607677,0.12381905352019333,0.04805083817405477 to 0.055170972019456706
