Company,Security Id,Days,Actual Average Returns %,Predicted Negative Range,Predicted Positive Range,Prediction Range
Laurus Labs Ltd.,540222,360,4.008958061538462,-3.7267709077641236,4.008958061538462,-10.931510212649533 to 4.008958061538462
Advanced Enzyme Technologies Ltd.,540025,360,1.8589709310344826,-1.6678577202762155,1.8589709310344826,-1.2415280880604433 to 1.8589709310344826
Alok Industries Ltd.,521070,360,1.1375722543127103,-1.3399608328359995,0.11723126129869169,-0.38673001098727444 to 1.2709312845041854
L&T Technology Services Ltd.,540115,360,1.037004575949367,-0.827045916912687,1.037004575949367,0.17935417559067054 to 1.037004575949367
Larsen & Toubro Infotech Ltd.,540005,360,0.995653188888889,-1.1858846612180451,0.995653188888889,-0.18507665570727744 to 0.995653188888889
HEG Ltd.,509631,360,0.9743391422413793,-7.932306386572899,0.9743391422413793,-6.754417458447874 to 0.9743391422413793
TCI Express Ltd.,540212,360,0.7550413846153847,-0.8412190171293875,0.7550413846153847,0.11988621315721894 to 0.7550413846153847
TeamLease Services Ltd.,539658,360,0.6792869677419355,-0.6517357876078157,0.6792869677419355,0.23657134080892028 to 0.6792869677419355
Endurance Technologies Ltd.,540153,360,0.672288386666667,-0.5830738912857034,0.1132912435573784,0.28029458098674587 to 0.7484527740213173
Alkyl Amines Chemicals Ltd.,506767,360,0.6623343777429468,-0.7515100246789196,0.074789636829109,0.164583453179648 to 0.7118701253137757
PNC Infratech Ltd.,539150,360,0.6293113837209302,-0.4041491953922101,0.6293113837209302,0.3749756943389579 to 0.6293113837209302
Adani Enterprises Ltd.,512599,360,0.5842766554441261,-1.7847355568581897,0.13937968591719174,-0.458502666569187 to 0.6657129521686758
Syngene International Ltd.,539268,360,0.49956429192546575,-0.5828195199349225,0.49956429192546575,0.20840847112883631 to 0.49956429192546575
Welspun India Ltd.,514162,360,0.49004479368575626,-1.4340615224748,0.1354522648727779,-0.21270958922808858 to 0.5564224708796051
Varun Beverages Ltd.,540180,360,0.4791304857142858,-0.23252472105557778,0.4791304857142858,0.367720803174348 to 0.4791304857142858
IRB Infrastructure Developers Ltd.,532947,360,0.3988907568389058,-0.8544617621959061,0.12212330829825427,0.05805385782667567 to 0.44760461571366744
Lux Industries Ltd.,539542,360,0.3958261804511278,-0.20659775920462775,0.0103166407953722,0.31404937853539816 to 0.3999097769722463
Prism Johnson Ltd.,500338,360,0.388723975397974,-1.1250764315082293,0.14349425571399277,-0.04862020768447132 to 0.4445036329258907
Narayana Hrudayalaya Ltd.,539551,360,0.35730369558579206,-0.2800290508566171,0.35730369558579206,0.25724828084334106 to 0.35730369558579206
Phillips Carbon Black Ltd.,506590,360,0.3458865357864358,-0.6827650792460879,0.287535353504036,0.10972728777005515 to 0.445341143126075
Trident Ltd.,521064,360,0.33613655073421445,-1.173859830490338,0.26787952568313717,-0.058440643732257436 to 0.4261806505096616
Jubilant FoodWorks Ltd.,533155,360,0.33267401298701293,-0.6925028077140778,0.10055589738978384,0.1022963249399969 to 0.3661263469011826
Dish TV India Ltd.,532839,360,0.3283615164222874,-0.7957703020614969,0.4920306299564119,0.06706117331355257 to 0.48992544020098816
Indus Towers Ltd.,534816,360,0.32551263657154694,-0.23343212121617551,0.06407062579122216,0.2495275313339807 to 0.34636843489963665
Procter & Gamble Health Ltd.,500126,360,0.3093446903094738,-0.42448926993478947,0.3093446903094738,0.17803118856180172 to 0.3093446903094738
Edelweiss Financial Services Ltd.,532922,360,0.2973669826754492,-0.5085358976652181,0.14541497124125394,0.14614519720459226 to 0.34060859390929815
NCC Ltd.,500294,360,0.2955490043352601,-1.3786847233052084,0.4114319716267748,-0.11191989292982782 to 0.41714731390124643
JSW Steel Ltd.,500228,360,0.2908825826210826,-0.8219454517759828,0.11616043661367598,0.05179296683483222 to 0.3246716304216612
JB Chemicals & Pharmaceuticals Ltd.,506943,360,0.2908155201729106,-0.46337678302353624,0.17371802112991241,0.15605835998187098 to 0.3413354168512148
RBL Bank Ltd.,540065,360,0.28975615941116123,-0.30246221203169965,0.12189990564236725,0.2021158704858516 to 0.32507740790267653
Dishman Carbogen Amcis Ltd.,540701,360,0.2878280000000001,-0.28906299279567543,0.2878280000000001,0.2046275769096064 to 0.2878280000000001
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,500670,360,0.27288756521739127,-0.6194916757502046,0.07409205507355246,0.10383599014947631 to 0.29310636572836585
Granules India Ltd.,532482,360,0.26415109623733724,-0.8783816307144885,0.19079396488252345,0.03212562556936517 to 0.31454953121652385
Equitas Holdings Ltd.,539844,360,0.24941335397522502,0.24941335397522502,0.1719735130301281,0.24941335397522502 to 0.29230584465497134
Axis Bank Ltd.,532215,360,0.24452171714285717,-0.45697745547910595,0.09565962806052539,0.13278080503353262 to 0.26791257365746385
Avenue Supermarts Ltd.,540376,360,0.23999107142857143,-0.18309966474108838,0.23999107142857143,0.1960487867091454 to 0.23999107142857143
Tata Power Co. Ltd.,500400,360,0.2371070702005731,-0.6612950843029068,0.1555859661090882,0.08030933022346985 to 0.27399760278902463
Atul Ltd.,500027,360,0.23389985509272987,-0.19967269403390522,0.07000904982423542,0.18719644089222445 to 0.25027496170179825
Sheela Foam Ltd.,540203,360,0.2264629934500137,-0.1268055447597071,0.0026847658996393665,0.19774623019767074 to 0.22707099357235855
Mahanagar Gas Ltd.,539957,360,0.2169487956989247,-0.19082991957768955,0.0163654137556437,0.17554847446322228 to 0.22049925250432623
Minda Industries Ltd.,532539,360,0.21451990685543965,-0.712487783565065,0.2381332127115118,0.06167709388942325 to 0.2656042214654998
Navin Fluorine International Ltd.,532504,360,0.21323820287769787,-0.5623801947234198,0.2026329128654312,0.09331726082086604 to 0.25644728106099557
Cholamandalam Investment & Finance Co. Ltd.,511243,360,0.21308759451659456,-0.9548853184810168,0.17475606568746552,0.009613378962262402 to 0.2503259441811206
Escorts Ltd.,500495,360,0.2031225417867435,-0.5826909143410529,0.07341427238880485,0.0847648821897472 to 0.2180346353977819
NBCC India Ltd.,534309,360,0.1934118701298701,-0.42229659063469716,0.14138436971177448,0.11173469678574513 to 0.22075728548295737
Wockhardt Ltd.,532300,360,0.1914859870503597,-0.7390373271773397,0.4100781925560657,0.049970694988747184 to 0.2700102145197854
Lakshmi Machine Works Ltd.,500252,360,0.18815625894134477,-0.39226510994664493,0.08231352082302473,0.11434912334056876 to 0.2036440630796956
Schneider Electric Infrastructure Ltd.,534139,360,0.18071684793814438,-0.17638753555918782,0.04186125333383172,0.1488406484963106 to 0.18828188169137458
Mahindra Lifespace Developers Ltd.,532313,360,0.17405303663793106,-0.6924643239722473,0.1257155854774326,0.05352751828712933 to 0.19593421604299358
Gujarat State Fertilizers & Chemicals Ltd.,500690,360,0.17044936239193084,-0.4967516882825578,0.13933771057061003,0.08577835385705368 to 0.19419938631584271
PTC India Ltd.,532524,360,0.1638482503628447,-0.42458832098187516,0.1350674493899818,0.09428019684546655 to 0.18597881562636528
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,500645,360,0.15326584582132563,-0.7117351353064622,0.3582351769764894,0.04418115830782507 to 0.20817106322357953
CCL Products (India) Ltd.,519600,360,0.15201559698327044,-0.27491514077312285,0.10921619504426423,0.11022420773890435 to 0.16861816207316557
