Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-07-12,111.86666666666667,INVEST,0,893.0,0.0
2018-08-23,142.05,EXIT,126850.65000000001,0.0,0.2685065000000001
2018-10-01,106.45,INVEST,0,1191.0,0.0
2019-09-23,119.85,EXIT,142741.35,0.0,0.12527093869838268
2019-10-17,99.7,INVEST,0,1431.0,0.0
2020-03-11,78.9,EXIT,112905.90000000001,0.0,-0.2090175691907075
2020-03-13,62.7,INVEST,0,1800.0,0.0
2020-03-20,55.9,EXIT,100620.0,0.0,-0.10881539405823795
2020-04-03,37.45,INVEST,0,2686.0,0.0
2021-04-06,96.05,-,257990.3,0.0,1.5640061617968593
