Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-08-09,733.0,INVEST,0,136.0,0.0
2018-09-21,851.2,EXIT,115763.20000000001,0.0,0.1576320000000001
2018-10-09,777.7,INVEST,0,148.0,0.0
2018-11-30,1029.0,EXIT,152292.0,0.0,0.3155476006191949
2019-03-20,877.0,INVEST,0,173.0,0.0
2019-07-05,1140.1,EXIT,197237.3,0.0,0.2951258109421374
2019-08-09,1051.6,INVEST,0,187.0,0.0
2020-03-18,1203.7,EXIT,225091.9,0.0,0.14122379489072304
2020-05-27,1093.05,INVEST,0,205.0,0.0
2021-04-07,1796.05,-,368190.25,0.0,0.635733005052603
