Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2019-04-25,23.65,INVEST,0,4228.0,0.0
2019-05-28,25.8,EXIT,109082.40000000001,0.0,0.09082400000000009
2019-07-08,24.1,INVEST,0,4526.0,0.0
2020-04-20,21.95,EXIT,99345.7,0.0,-0.08926004561689155
