Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-06-05,451.23333333333335,INVEST,0,221.0,0.0
2018-06-19,576.9333333333333,EXIT,127502.26666666665,0.0,0.27502266666666647
2018-06-26,403.3,INVEST,0,316.0,0.0
2018-06-27,594.1,EXIT,187735.6,0.0,0.4724099022553327
2018-09-14,410.65,INVEST,0,457.0,0.0
2018-10-03,367.45,EXIT,167924.65,0.0,-0.1055258033106135
2019-01-30,316.4,INVEST,0,530.0,0.0
2019-02-01,346.55,EXIT,183671.5,0.0,0.09377330844518661
2020-06-26,471.5,INVEST,0,389.0,0.0
2020-08-28,558.95,EXIT,217431.55000000002,0.0,0.1838066874828159
2020-09-11,471.9,INVEST,0,460.0,0.0
2020-09-18,520.05,EXIT,239222.99999999997,0.0,0.10022211587968698
2021-01-29,508.7,INVEST,0,470.0,0.0
2021-04-07,474.95,-,223226.5,0.0,-0.06686857032977588
