Date,Close Price,Invest/Exit,Investment,Shares,Returns %
2018-11-01,680.55,INVEST,0,146.0,0.0
2019-01-09,893.7,EXIT,130480.20000000001,0.0,0.30480200000000013
2019-08-08,785.05,INVEST,0,166.0,0.0
2019-08-21,776.2,EXIT,128849.20000000001,0.0,-0.012499980840004843
2019-09-19,770.05,INVEST,0,167.0,0.0
2020-03-11,785.7,EXIT,131211.9,0.0,0.018336939616233415
2020-03-30,626.45,INVEST,0,209.0,0.0
2020-04-30,742.55,EXIT,155192.94999999998,0.0,0.18276581621026744
2020-08-05,731.9,INVEST,0,212.0,0.0
2021-03-16,1129.95,EXIT,239549.40000000002,0.0,0.543558518605388
